index,x,y,progress
0,4.572360e+02,7.373880e+02,9.348758e-03
1,4.582260e+02,7.373880e+02,9.442385e-03
2,4.730760e+02,7.373880e+02,2.113284e-02
3,4.740660e+02,7.373880e+02,2.122214e-02
4,4.750560e+02,7.373880e+02,2.127705e-02
5,4.760460e+02,7.373880e+02,2.132783e-02
6,4.770360e+02,7.373880e+02,2.139790e-02
7,4.928760e+02,7.373880e+02,3.407275e-02
8,5.077260e+02,7.373880e+02,4.573898e-02
9,5.097060e+02,7.373880e+02,4.612004e-02
10,5.106960e+02,7.373880e+02,4.626874e-02
11,5.116860e+02,7.373880e+02,4.640239e-02
12,5.126760e+02,7.373880e+02,4.652387e-02
13,5.136660e+02,7.373880e+02,4.663479e-02
14,5.146560e+02,7.373880e+02,4.673900e-02
15,5.156460e+02,7.373880e+02,4.683580e-02
16,5.166360e+02,7.373880e+02,4.692666e-02
17,5.176260e+02,7.373880e+02,4.701872e-02
18,5.186160e+02,7.373880e+02,4.712697e-02
19,5.196060e+02,7.373880e+02,4.727802e-02
20,5.235660e+02,7.373880e+02,4.944277e-02
21,5.245560e+02,7.373880e+02,5.024573e-02
22,5.255460e+02,7.373880e+02,5.087956e-02
23,5.265360e+02,7.373880e+02,5.137931e-02
24,5.275260e+02,7.373880e+02,5.182052e-02
25,5.285160e+02,7.373880e+02,5.219158e-02
26,5.295060e+02,7.373880e+02,5.248959e-02
27,5.304960e+02,7.373880e+02,5.277283e-02
28,5.314860e+02,7.373880e+02,5.311889e-02
29,5.324760e+02,7.373880e+02,5.362702e-02
30,5.384160e+02,7.373880e+02,5.975559e-02
31,5.394060e+02,7.373880e+02,6.068861e-02
32,5.403960e+02,7.373880e+02,6.167194e-02
33,5.413860e+02,7.373880e+02,6.268293e-02
34,5.423760e+02,7.373880e+02,6.367060e-02
35,5.433660e+02,7.373880e+02,6.460001e-02
36,5.443560e+02,7.373880e+02,6.548371e-02
37,5.453460e+02,7.373880e+02,6.630084e-02
38,5.463360e+02,7.373880e+02,6.702742e-02
39,5.473260e+02,7.373880e+02,6.771936e-02
40,5.483160e+02,7.373880e+02,6.844781e-02
41,5.493060e+02,7.373880e+02,6.928338e-02
42,5.502960e+02,7.373880e+02,7.031051e-02
43,5.562360e+02,7.373880e+02,7.513000e-02
44,4.542660e+02,7.363980e+02,8.705107e-03
45,4.552560e+02,7.363980e+02,8.974883e-03
46,4.562460e+02,7.363980e+02,9.174751e-03
47,4.572360e+02,7.363980e+02,9.317609e-03
48,4.592160e+02,7.363980e+02,9.496935e-03
49,4.730760e+02,7.363980e+02,2.114644e-02
50,4.740660e+02,7.363980e+02,2.123528e-02
51,4.750560e+02,7.363980e+02,2.129311e-02
52,4.760460e+02,7.363980e+02,2.135358e-02
53,4.899060e+02,7.363980e+02,3.234362e-02
54,4.908960e+02,7.363980e+02,3.282907e-02
55,4.918860e+02,7.363980e+02,3.342718e-02
56,4.928760e+02,7.363980e+02,3.407360e-02
57,4.948560e+02,7.363980e+02,3.527786e-02
58,4.958460e+02,7.363980e+02,3.596408e-02
59,4.988160e+02,7.363980e+02,3.931096e-02
60,4.998060e+02,7.363980e+02,4.036145e-02
61,5.067360e+02,7.363980e+02,4.544893e-02
62,5.077260e+02,7.363980e+02,4.566050e-02
63,5.106960e+02,7.363980e+02,4.621049e-02
64,5.116860e+02,7.363980e+02,4.635208e-02
65,5.126760e+02,7.363980e+02,4.648682e-02
66,5.136660e+02,7.363980e+02,4.660983e-02
67,5.146560e+02,7.363980e+02,4.672229e-02
68,5.156460e+02,7.363980e+02,4.682457e-02
69,5.166360e+02,7.363980e+02,4.691848e-02
70,5.176260e+02,7.363980e+02,4.701076e-02
71,5.186160e+02,7.363980e+02,4.711547e-02
72,5.196060e+02,7.363980e+02,4.725699e-02
73,5.245560e+02,7.363980e+02,5.007812e-02
74,5.255460e+02,7.363980e+02,5.078405e-02
75,5.265360e+02,7.363980e+02,5.134634e-02
76,5.275260e+02,7.363980e+02,5.183126e-02
77,5.285160e+02,7.363980e+02,5.223573e-02
78,5.295060e+02,7.363980e+02,5.256018e-02
79,5.304960e+02,7.363980e+02,5.286466e-02
80,5.314860e+02,7.363980e+02,5.323133e-02
81,5.324760e+02,7.363980e+02,5.377514e-02
82,5.364360e+02,7.363980e+02,5.805688e-02
83,5.374260e+02,7.363980e+02,5.895247e-02
84,5.453460e+02,7.363980e+02,6.601692e-02
85,5.463360e+02,7.363980e+02,6.683712e-02
86,5.473260e+02,7.363980e+02,6.763851e-02
87,5.483160e+02,7.363980e+02,6.849422e-02
88,5.493060e+02,7.363980e+02,6.948324e-02
89,5.512860e+02,7.363980e+02,7.181189e-02
90,5.522760e+02,7.363980e+02,7.272768e-02
91,5.532660e+02,7.363980e+02,7.343998e-02
92,5.542560e+02,7.363980e+02,7.412451e-02
93,5.552460e+02,7.363980e+02,7.485359e-02
94,5.562360e+02,7.363980e+02,7.557041e-02
95,4.522860e+02,7.354080e+02,7.758312e-03
96,4.532760e+02,7.354080e+02,8.178167e-03
97,4.552560e+02,7.354080e+02,8.887483e-03
98,4.592160e+02,7.354080e+02,9.470615e-03
99,4.602060e+02,7.354080e+02,9.543535e-03
100,4.611960e+02,7.354080e+02,9.631792e-03
101,4.730760e+02,7.354080e+02,2.116070e-02
102,4.740660e+02,7.354080e+02,2.125395e-02
103,4.750560e+02,7.354080e+02,2.132233e-02
104,4.760460e+02,7.354080e+02,2.140493e-02
105,4.770360e+02,7.354080e+02,2.153652e-02
106,4.889160e+02,7.354080e+02,3.179562e-02
107,4.899060e+02,7.354080e+02,3.225605e-02
108,4.948560e+02,7.354080e+02,3.520688e-02
109,4.958460e+02,7.354080e+02,3.586161e-02
