Speed =, 444.779268
x,y,flow
457.236000,737.388000,3.327606e-04
458.226000,737.388000,2.764386e-03
473.076000,737.388000,6.628505e-03
474.066000,737.388000,2.328382e-02
475.056000,737.388000,2.436199e-02
476.046000,737.388000,2.139630e-02
477.036000,737.388000,6.106274e-03
492.876000,737.388000,6.834084e-04
507.726000,737.388000,3.001328e-04
509.706000,737.388000,1.041337e-03
510.696000,737.388000,4.901964e-03
511.686000,737.388000,1.214227e-03
512.676000,737.388000,4.540779e-02
513.666000,737.388000,1.863052e-02
514.656000,737.388000,2.083279e-02
515.646000,737.388000,1.353593e-02
516.636000,737.388000,3.960936e-02
517.626000,737.388000,4.575937e-02
518.616000,737.388000,6.443811e-02
519.606000,737.388000,6.728445e-02
523.566000,737.388000,9.902329e-03
524.556000,737.388000,6.051320e-02
525.546000,737.388000,2.440127e-01
526.536000,737.388000,2.004685e-01
527.526000,737.388000,7.389419e-02
528.516000,737.388000,1.938465e-01
529.506000,737.388000,1.961616e-01
530.496000,737.388000,7.338303e-02
531.486000,737.388000,2.559735e-03
532.476000,737.388000,3.733589e-03
538.416000,737.388000,2.106585e-03
539.406000,737.388000,3.799328e-03
540.396000,737.388000,1.648256e-02
541.386000,737.388000,2.282452e-02
542.376000,737.388000,5.121411e-02
543.366000,737.388000,9.080863e-02
544.356000,737.388000,8.193814e-02
545.346000,737.388000,1.471133e-01
546.336000,737.388000,2.550539e-01
547.326000,737.388000,2.638310e-01
548.316000,737.388000,2.769511e-01
549.306000,737.388000,2.096318e-01
550.296000,737.388000,1.616976e-02
556.236000,737.388000,3.080286e-02
454.266000,736.398000,1.922396e-04
455.256000,736.398000,1.685821e-03
456.246000,736.398000,4.858868e-04
457.236000,736.398000,8.941675e-04
459.216000,736.398000,2.679099e-04
473.076000,736.398000,5.679860e-03
474.066000,736.398000,2.745235e-02
475.056000,736.398000,2.300990e-02
476.046000,736.398000,7.306502e-03
489.906000,736.398000,9.913365e-03
490.896000,736.398000,5.661812e-03
491.886000,736.398000,1.340891e-03
492.876000,736.398000,1.337975e-03
494.856000,736.398000,2.185193e-03
495.846000,736.398000,4.345920e-03
498.816000,736.398000,9.373858e-03
499.806000,736.398000,1.401280e-02
506.736000,736.398000,1.246740e-02
507.726000,736.398000,1.430528e-02
510.696000,736.398000,5.405525e-02
511.686000,736.398000,1.286203e-02
512.676000,736.398000,3.885419e-02
513.666000,736.398000,7.478057e-02
514.656000,736.398000,7.397049e-02
515.646000,736.398000,9.647520e-02
516.636000,736.398000,1.030586e-01
517.626000,736.398000,9.668665e-02
518.616000,736.398000,4.467259e-02
519.606000,736.398000,1.602138e-02
524.556000,736.398000,6.428273e-02
525.546000,736.398000,9.767835e-02
526.536000,736.398000,2.504662e-01
527.526000,736.398000,2.977251e-02
528.516000,736.398000,2.095588e-01
529.506000,736.398000,2.505972e-01
530.496000,736.398000,2.399154e-01
531.486000,736.398000,5.843759e-02
532.476000,736.398000,5.777828e-03
536.436000,736.398000,3.392196e-03
537.426000,736.398000,6.629613e-04
545.346000,736.398000,4.033196e-03
546.336000,736.398000,2.774708e-02
547.326000,736.398000,1.689357e-02
548.316000,736.398000,2.760924e-02
549.306000,736.398000,2.617330e-02
551.286000,736.398000,2.611404e-02
552.276000,736.398000,1.066369e-01
553.266000,736.398000,8.902180e-02
554.256000,736.398000,6.544860e-03
555.246000,736.398000,4.472943e-02
556.236000,736.398000,2.591262e-02
452.286000,735.408000,2.732154e-03
453.276000,735.408000,3.936918e-03
455.256000,735.408000,3.103399e-04
459.216000,735.408000,1.657489e-02
460.206000,735.408000,4.189427e-02
461.196000,735.408000,7.138752e-03
473.076000,735.408000,2.235029e-02
474.066000,735.408000,4.656406e-02
475.056000,735.408000,3.015145e-02
476.046000,735.408000,1.344646e-04
477.036000,735.408000,7.228567e-04
488.916000,735.408000,8.055889e-03
489.906000,735.408000,7.751360e-03
494.856000,735.408000,2.279282e-02
495.846000,735.408000,2.010676e-03
498.816000,735.408000,6.197085e-03
499.806000,735.408000,9.337670e-03
504.756000,735.408000,9.353207e-03
505.746000,735.408000,3.648859e-02
506.736000,735.408000,2.023607e-02
509.706000,735.408000,3.842729e-03
510.696000,735.408000,6.759072e-02
511.686000,735.408000,6.001821e-02
512.676000,735.408000,4.055980e-02
513.666000,735.408000,2.744861e-02
514.656000,735.408000,8.677180e-02
515.646000,735.408000,1.036330e-01
516.636000,735.408000,1.259723e-01
517.626000,735.408000,1.268031e-01
518.616000,735.408000,6.974757e-02
519.606000,735.408000,8.379801e-03
525.546000,735.408000,2.157404e-02
526.536000,735.408000,6.907660e-02
527.526000,735.408000,2.207392e-02
528.516000,735.408000,9.661811e-02
529.506000,735.408000,9.709137e-02
530.496000,735.408000,2.454951e-01
531.486000,735.408000,7.702825e-02
536.436000,735.408000,1.548690e-01
537.426000,735.408000,1.434171e-01
538.416000,735.408000,2.897258e-02
551.286000,735.408000,8.008071e-02
552.276000,735.408000,3.196978e-01
553.266000,735.408000,2.990672e-01
554.256000,735.408000,7.719669e-02
555.246000,735.408000,1.901205e-02
452.286000,734.418000,5.636395e-04
453.276000,734.418000,3.211160e-03
455.256000,734.418000,8.315200e-03
456.246000,734.418000,4.526569e-03
459.216000,734.418000,1.551427e-02
460.206000,734.418000,7.958366e-02
461.196000,734.418000,7.549720e-02
462.186000,734.418000,8.104027e-02
463.176000,734.418000,1.034342e-01
464.166000,734.418000,1.162074e-01
473.076000,734.418000,1.982255e-02
474.066000,734.418000,4.235479e-02
475.056000,734.418000,2.917852e-03
487.926000,734.418000,5.331471e-03
488.916000,734.418000,2.591567e-02
489.906000,734.418000,2.988616e-04
492.876000,734.418000,5.651145e-03
493.866000,734.418000,1.817956e-02
494.856000,734.418000,2.857369e-04
499.806000,734.418000,8.853412e-03
500.796000,734.418000,1.794954e-03
504.756000,734.418000,1.609664e-02
505.746000,734.418000,1.223079e-03
509.706000,734.418000,2.199866e-02
510.696000,734.418000,3.109456e-02
511.686000,734.418000,3.686889e-02
512.676000,734.418000,5.507298e-02
513.666000,734.418000,8.007592e-02
514.656000,734.418000,3.057558e-02
515.646000,734.418000,6.539102e-02
516.636000,734.418000,1.470668e-01
517.626000,734.418000,1.543778e-01
518.616000,734.418000,1.596922e-01
519.606000,734.418000,1.302409e-01
520.596000,734.418000,5.275022e-03
527.526000,734.418000,5.723403e-02
528.516000,734.418000,2.590534e-01
529.506000,734.418000,3.438700e-01
530.496000,734.418000,3.785720e-01
531.486000,734.418000,1.097695e-01
532.476000,734.418000,7.536507e-03
537.426000,734.418000,1.630158e-01
538.416000,734.418000,1.944840e-01
539.406000,734.418000,1.589012e-02
540.396000,734.418000,5.661225e-04
543.366000,734.418000,1.685951e-02
544.356000,734.418000,9.047199e-03
549.306000,734.418000,2.211354e-02
550.296000,734.418000,5.020545e-03
551.286000,734.418000,2.610332e-01
552.276000,734.418000,2.480829e-01
553.266000,734.418000,1.798566e-01
554.256000,734.418000,7.702381e-04
455.256000,733.428000,3.348134e-04
456.246000,733.428000,3.206507e-03
458.226000,733.428000,1.066188e-02
459.216000,733.428000,1.061218e-02
460.206000,733.428000,8.523824e-02
461.196000,733.428000,1.224031e-01
462.186000,733.428000,1.170957e-01
463.176000,733.428000,2.247968e-02
464.166000,733.428000,3.980913e-02
472.086000,733.428000,8.170434e-03
473.076000,733.428000,7.104982e-02
474.066000,733.428000,4.404113e-03
486.936000,733.428000,8.462282e-03
487.926000,733.428000,1.478506e-02
492.876000,733.428000,6.059820e-03
493.866000,733.428000,2.362268e-02
499.806000,733.428000,2.042045e-02
500.796000,733.428000,3.054621e-04
508.716000,733.428000,8.722111e-03
509.706000,733.428000,8.083257e-02
510.696000,733.428000,7.516246e-02
511.686000,733.428000,3.388018e-02
512.676000,733.428000,6.328867e-03
513.666000,733.428000,6.696843e-02
514.656000,733.428000,8.838110e-02
515.646000,733.428000,2.683240e-02
516.636000,733.428000,9.417887e-02
517.626000,733.428000,1.724550e-01
518.616000,733.428000,1.847989e-01
519.606000,733.428000,2.002244e-01
520.596000,733.428000,2.099947e-01
521.586000,733.428000,1.404227e-01
528.516000,733.428000,8.711177e-03
529.506000,733.428000,3.169253e-01
530.496000,733.428000,4.690277e-01
531.486000,733.428000,3.400026e-01
538.416000,733.428000,1.165857e-01
539.406000,733.428000,1.265526e-01
540.396000,733.428000,1.242502e-01
541.386000,733.428000,9.858025e-02
542.376000,733.428000,9.692248e-02
543.366000,733.428000,6.461400e-02
544.356000,733.428000,8.250704e-02
546.336000,733.428000,2.587368e-02
548.316000,733.428000,1.456035e-01
549.306000,733.428000,2.142774e-01
550.296000,733.428000,2.433894e-02
557.226000,733.428000,2.525179e-02
558.216000,733.428000,2.192332e-03
451.296000,732.438000,4.521289e-03
452.286000,732.438000,2.377093e-02
458.226000,732.438000,1.316794e-02
459.216000,732.438000,1.161645e-01
460.206000,732.438000,1.372410e-01
461.196000,732.438000,1.529391e-01
462.186000,732.438000,1.452000e-01
471.096000,732.438000,7.567326e-04
472.086000,732.438000,5.938112e-02
473.076000,732.438000,5.578519e-02
474.066000,732.438000,3.870985e-04
486.936000,732.438000,6.739764e-03
506.736000,732.438000,9.773427e-04
507.726000,732.438000,8.497233e-03
509.706000,732.438000,2.252421e-02
510.696000,732.438000,1.314945e-01
511.686000,732.438000,1.377333e-02
512.676000,732.438000,1.973859e-02
513.666000,732.438000,7.808224e-02
514.656000,732.438000,1.303215e-01
515.646000,732.438000,1.866387e-01
516.636000,732.438000,5.578474e-02
517.626000,732.438000,2.061385e-01
518.616000,732.438000,2.079703e-01
519.606000,732.438000,2.232017e-01
520.596000,732.438000,2.322092e-01
521.586000,732.438000,1.698554e-01
525.546000,732.438000,1.050966e-01
526.536000,732.438000,6.696916e-02
529.506000,732.438000,6.102686e-02
530.496000,732.438000,2.259855e-01
531.486000,732.438000,5.388568e-01
532.476000,732.438000,8.842153e-02
542.376000,732.438000,4.261746e-02
543.366000,732.438000,2.449191e-01
544.356000,732.438000,4.525814e-01
545.346000,732.438000,2.875603e-01
546.336000,732.438000,3.011760e-01
547.326000,732.438000,3.414914e-01
548.316000,732.438000,1.408660e-01
556.236000,732.438000,4.672546e-03
557.226000,732.438000,1.202750e-01
558.216000,732.438000,2.864589e-02
450.306000,731.448000,7.110214e-04
451.296000,731.448000,6.312387e-03
452.286000,731.448000,1.560222e-02
458.226000,731.448000,3.579936e-03
459.216000,731.448000,1.442233e-01
460.206000,731.448000,1.782172e-01
461.196000,731.448000,1.899462e-01
462.186000,731.448000,1.292928e-01
471.096000,731.448000,8.167544e-04
472.086000,731.448000,8.432759e-02
473.076000,731.448000,8.562287e-02
474.066000,731.448000,6.865524e-03
483.966000,731.448000,1.583188e-02
484.956000,731.448000,6.506458e-02
487.926000,731.448000,2.779712e-03
488.916000,731.448000,4.124322e-02
505.746000,731.448000,2.080894e-02
506.736000,731.448000,1.409436e-01
507.726000,731.448000,1.519092e-01
508.716000,731.448000,2.939309e-02
509.706000,731.448000,3.383437e-02
510.696000,731.448000,9.750476e-02
511.686000,731.448000,7.608239e-02
512.676000,731.448000,1.364015e-01
513.666000,731.448000,1.716548e-01
514.656000,731.448000,1.383289e-01
515.646000,731.448000,1.103942e-01
516.636000,731.448000,3.909333e-02
517.626000,731.448000,1.348357e-01
518.616000,731.448000,2.536165e-01
519.606000,731.448000,2.649731e-01
520.596000,731.448000,2.808551e-01
521.586000,731.448000,1.517302e-01
522.576000,731.448000,3.918085e-03
526.536000,731.448000,1.461690e-01
527.526000,731.448000,8.839794e-02
529.506000,731.448000,1.150610e-03
530.496000,731.448000,2.722648e-01
531.486000,731.448000,6.041190e-01
532.476000,731.448000,1.744359e-01
534.456000,731.448000,9.023706e-03
535.446000,731.448000,3.961362e-01
536.436000,731.448000,3.796141e-02
538.416000,731.448000,6.024085e-02
539.406000,731.448000,2.352476e-01
540.396000,731.448000,2.136030e-02
542.376000,731.448000,5.787639e-03
543.366000,731.448000,4.549477e-03
544.356000,731.448000,8.210885e-02
556.236000,731.448000,1.431538e-01
557.226000,731.448000,2.677144e-01
558.216000,731.448000,8.253054e-02
449.316000,730.458000,3.488620e-03
450.306000,730.458000,9.072339e-03
458.226000,730.458000,2.301891e-02
459.216000,730.458000,2.236038e-01
460.206000,730.458000,2.272182e-01
461.196000,730.458000,2.340654e-01
462.186000,730.458000,2.319027e-01
463.176000,730.458000,1.742994e-01
464.166000,730.458000,1.513201e-01
471.096000,730.458000,6.143217e-03
472.086000,730.458000,1.303470e-01
473.076000,730.458000,9.452508e-02
483.966000,730.458000,3.570963e-02
484.956000,730.458000,6.350577e-02
486.936000,730.458000,1.040520e-03
487.926000,730.458000,1.196110e-02
488.916000,730.458000,1.632227e-02
495.846000,730.458000,4.329580e-03
496.836000,730.458000,3.537509e-03
497.826000,730.458000,8.708965e-03
505.746000,730.458000,1.147798e-01
506.736000,730.458000,2.001786e-01
507.726000,730.458000,2.082779e-01
508.716000,730.458000,1.960561e-01
509.706000,730.458000,5.148194e-02
510.696000,730.458000,6.785767e-03
511.686000,730.458000,6.400818e-02
512.676000,730.458000,2.211059e-01
513.666000,730.458000,2.449737e-01
514.656000,730.458000,1.892194e-01
515.646000,730.458000,2.446838e-01
516.636000,730.458000,4.617954e-02
517.626000,730.458000,8.104845e-02
518.616000,730.458000,2.968849e-01
519.606000,730.458000,3.069519e-01
520.596000,730.458000,3.300686e-01
521.586000,730.458000,3.657295e-01
522.576000,730.458000,1.183188e-01
523.566000,730.458000,1.228016e-02
525.546000,730.458000,2.056237e-02
527.526000,730.458000,2.794924e-01
528.516000,730.458000,1.848381e-01
530.496000,730.458000,9.637445e-02
531.486000,730.458000,2.925011e-01
532.476000,730.458000,8.018035e-01
533.466000,730.458000,7.786170e-01
534.456000,730.458000,5.406679e-01
535.446000,730.458000,7.754424e-01
536.436000,730.458000,4.580872e-01
537.426000,730.458000,3.237288e-01
538.416000,730.458000,5.698206e-01
539.406000,730.458000,5.064744e-01
540.396000,730.458000,2.159183e-01
541.386000,730.458000,2.662267e-01
542.376000,730.458000,1.053114e-01
543.366000,730.458000,2.660338e-02
544.356000,730.458000,1.872202e-01
555.246000,730.458000,3.865275e-02
556.236000,730.458000,3.218150e-01
557.226000,730.458000,3.190171e-01
558.216000,730.458000,1.072745e-01
449.316000,729.468000,9.251420e-03
450.306000,729.468000,3.291692e-02
458.226000,729.468000,6.165643e-02
459.216000,729.468000,1.690840e-01
460.206000,729.468000,1.623336e-01
461.196000,729.468000,2.293106e-01
462.186000,729.468000,1.898582e-01
463.176000,729.468000,7.998846e-02
464.166000,729.468000,2.577335e-01
470.106000,729.468000,8.005989e-03
471.096000,729.468000,1.867587e-01
472.086000,729.468000,2.080656e-01
473.076000,729.468000,1.005621e-01
483.966000,729.468000,8.549934e-03
486.936000,729.468000,2.304553e-02
487.926000,729.468000,1.357022e-01
488.916000,729.468000,6.301922e-02
494.856000,729.468000,1.256283e-03
495.846000,729.468000,4.009666e-02
496.836000,729.468000,9.080148e-02
497.826000,729.468000,6.812825e-02
505.746000,729.468000,3.127478e-02
506.736000,729.468000,1.944122e-01
507.726000,729.468000,2.549705e-01
508.716000,729.468000,2.652253e-01
509.706000,729.468000,1.969094e-01
510.696000,729.468000,2.469557e-02
511.686000,729.468000,8.089658e-02
512.676000,729.468000,1.847234e-01
513.666000,729.468000,1.917405e-01
514.656000,729.468000,1.784056e-01
515.646000,729.468000,1.767869e-01
516.636000,729.468000,2.870724e-01
517.626000,729.468000,2.681371e-01
518.616000,729.468000,3.437490e-01
519.606000,729.468000,3.531000e-01
520.596000,729.468000,3.773746e-01
521.586000,729.468000,4.163744e-01
522.576000,729.468000,3.326482e-01
523.566000,729.468000,2.436824e-02
524.556000,729.468000,9.044600e-02
525.546000,729.468000,4.915511e-01
526.536000,729.468000,2.988652e-01
527.526000,729.468000,3.585927e-03
528.516000,729.468000,1.769258e-01
529.506000,729.468000,1.179954e-01
530.496000,729.468000,2.273857e-02
531.486000,729.468000,3.413493e-03
532.476000,729.468000,4.663239e-01
533.466000,729.468000,3.101853e-01
534.456000,729.468000,7.255907e-01
535.446000,729.468000,8.345659e-01
536.436000,729.468000,7.766445e-01
537.426000,729.468000,7.691440e-01
538.416000,729.468000,6.874444e-01
539.406000,729.468000,6.425862e-01
540.396000,729.468000,6.900909e-01
541.386000,729.468000,6.726380e-01
542.376000,729.468000,6.564563e-01
543.366000,729.468000,2.574898e-01
544.356000,729.468000,2.960907e-01
554.256000,729.468000,4.906940e-04
555.246000,729.468000,2.849731e-01
556.236000,729.468000,4.269191e-01
557.226000,729.468000,4.069940e-01
558.216000,729.468000,2.164195e-01
559.206000,729.468000,1.662909e-02
449.316000,728.478000,1.153182e-02
450.306000,728.478000,2.976920e-02
451.296000,728.478000,5.052875e-03
458.226000,728.478000,5.243351e-03
459.216000,728.478000,1.662042e-01
460.206000,728.478000,1.693207e-01
461.196000,728.478000,2.636521e-03
469.116000,728.478000,1.576812e-02
470.106000,728.478000,3.076205e-01
471.096000,728.478000,2.707316e-01
472.086000,728.478000,2.032645e-01
473.076000,728.478000,6.309074e-02
474.066000,728.478000,6.097627e-02
475.056000,728.478000,1.972683e-02
476.046000,728.478000,2.222096e-03
483.966000,728.478000,1.597005e-01
484.956000,728.478000,5.780216e-03
486.936000,728.478000,4.976013e-02
487.926000,728.478000,2.308350e-01
488.916000,728.478000,2.310240e-01
489.906000,728.478000,6.543679e-02
490.896000,728.478000,3.117565e-02
491.886000,728.478000,2.895834e-02
492.876000,728.478000,8.016237e-02
493.866000,728.478000,1.517754e-02
494.856000,728.478000,8.418151e-02
495.846000,728.478000,2.061267e-01
496.836000,728.478000,1.643795e-01
497.826000,728.478000,5.812825e-03
505.746000,728.478000,1.899294e-02
506.736000,728.478000,5.898510e-02
507.726000,728.478000,2.714247e-01
508.716000,728.478000,2.172940e-01
509.706000,728.478000,3.243189e-01
510.696000,728.478000,2.628476e-01
511.686000,728.478000,7.889114e-02
512.676000,728.478000,1.330632e-01
513.666000,728.478000,1.290635e-01
514.656000,728.478000,2.094248e-01
515.646000,728.478000,1.141821e-01
516.636000,728.478000,1.879123e-01
517.626000,728.478000,3.775964e-01
518.616000,728.478000,3.936972e-01
519.606000,728.478000,4.029585e-01
520.596000,728.478000,4.282134e-01
521.586000,728.478000,4.686980e-01
522.576000,728.478000,4.964864e-01
523.566000,728.478000,2.646113e-01
524.556000,728.478000,1.461073e-02
525.546000,728.478000,3.565401e-01
526.536000,728.478000,6.269254e-01
527.526000,728.478000,3.511115e-01
529.506000,728.478000,4.830610e-02
530.496000,728.478000,4.157903e-01
531.486000,728.478000,1.270939e-01
534.456000,728.478000,1.561681e-01
535.446000,728.478000,7.814793e-01
536.436000,728.478000,8.771789e-01
537.426000,728.478000,8.089010e-01
538.416000,728.478000,7.489623e-01
539.406000,728.478000,7.970684e-01
540.396000,728.478000,7.890767e-01
541.386000,728.478000,7.841576e-01
542.376000,728.478000,7.699234e-01
543.366000,728.478000,6.748589e-01
544.356000,728.478000,1.015881e-02
554.256000,728.478000,2.444024e-01
555.246000,728.478000,5.504413e-01
556.236000,728.478000,5.330374e-01
557.226000,728.478000,5.257618e-01
558.216000,728.478000,4.825916e-01
559.206000,728.478000,6.118221e-02
448.326000,727.488000,1.057333e-03
449.316000,727.488000,2.555743e-02
450.306000,727.488000,3.580989e-03
451.296000,727.488000,5.736791e-02
452.286000,727.488000,1.122150e-03
459.216000,727.488000,2.572937e-01
460.206000,727.488000,2.647305e-01
461.196000,727.488000,2.122847e-01
462.186000,727.488000,1.269138e-01
463.176000,727.488000,3.049448e-01
464.166000,727.488000,1.508264e-01
469.116000,727.488000,2.480517e-03
470.106000,727.488000,2.342221e-01
471.096000,727.488000,3.043480e-01
472.086000,727.488000,2.917508e-01
473.076000,727.488000,1.892962e-01
474.066000,727.488000,1.435307e-01
475.056000,727.488000,1.492467e-01
480.006000,727.488000,2.688354e-02
480.996000,727.488000,9.209020e-02
481.986000,727.488000,1.625571e-02
482.976000,727.488000,1.349922e-02
483.966000,727.488000,1.656190e-01
484.956000,727.488000,2.314593e-01
485.946000,727.488000,9.318732e-02
488.916000,727.488000,1.553425e-02
489.906000,727.488000,1.998373e-02
490.896000,727.488000,2.516973e-01
491.886000,727.488000,2.402259e-01
492.876000,727.488000,1.329357e-01
493.866000,727.488000,4.236781e-02
494.856000,727.488000,1.799886e-01
495.846000,727.488000,1.441979e-01
496.836000,727.488000,1.817672e-01
497.826000,727.488000,2.008322e-02
504.756000,727.488000,4.862395e-04
505.746000,727.488000,1.148040e-01
506.736000,727.488000,1.390526e-01
507.726000,727.488000,3.454613e-01
508.716000,727.488000,2.776869e-01
509.706000,727.488000,3.344148e-01
510.696000,727.488000,3.862474e-01
511.686000,727.488000,4.000123e-01
512.676000,727.488000,3.212376e-01
513.666000,727.488000,2.950826e-01
514.656000,727.488000,3.075336e-01
515.646000,727.488000,2.040518e-01
516.636000,727.488000,7.828110e-02
517.626000,727.488000,3.653734e-01
518.616000,727.488000,4.246517e-01
519.606000,727.488000,4.545853e-01
520.596000,727.488000,4.694273e-01
521.586000,727.488000,5.212763e-01
522.576000,727.488000,4.872725e-01
523.566000,727.488000,3.342058e-01
524.556000,727.488000,6.672820e-02
525.546000,727.488000,8.105473e-02
526.536000,727.488000,5.848395e-01
527.526000,727.488000,7.077730e-01
528.516000,727.488000,3.748466e-01
529.506000,727.488000,3.060302e-01
530.496000,727.488000,7.324372e-02
531.486000,727.488000,3.341427e-02
533.466000,727.488000,8.302888e-03
534.456000,727.488000,3.607905e-02
535.446000,727.488000,4.031109e-01
536.436000,727.488000,8.574843e-01
537.426000,727.488000,8.969853e-01
538.416000,727.488000,8.819586e-01
539.406000,727.488000,8.767306e-01
540.396000,727.488000,8.586426e-01
541.386000,727.488000,9.003981e-01
542.376000,727.488000,9.320040e-01
