index,x,y,flow
0,3.955000e+02,6.405000e+02,4.127555e-07
1,3.955000e+02,6.395000e+02,1.044785e-06
2,3.965000e+02,6.375000e+02,4.675161e-07
3,3.975000e+02,6.375000e+02,6.868807e-07
4,3.985000e+02,6.375000e+02,3.869862e-07
5,3.995000e+02,6.375000e+02,1.004804e-06
6,3.965000e+02,6.365000e+02,3.050076e-08
7,3.975000e+02,6.365000e+02,1.035563e-07
8,3.985000e+02,6.365000e+02,1.455706e-06
9,3.995000e+02,6.365000e+02,2.355279e-06
10,4.005000e+02,6.365000e+02,4.117766e-07
11,4.045000e+02,6.365000e+02,2.391196e-07
12,4.055000e+02,6.365000e+02,4.768539e-07
13,4.065000e+02,6.365000e+02,9.940290e-08
14,3.985000e+02,6.355000e+02,7.882014e-08
15,3.995000e+02,6.355000e+02,6.856734e-07
16,4.045000e+02,6.355000e+02,2.522655e-08
17,4.055000e+02,6.355000e+02,1.059801e-06
18,4.065000e+02,6.355000e+02,6.901035e-07
19,4.065000e+02,6.335000e+02,9.111246e-07
20,4.075000e+02,6.335000e+02,3.032521e-08
21,4.005000e+02,6.325000e+02,4.165211e-07
22,4.015000e+02,6.325000e+02,1.073374e-07
23,4.065000e+02,6.325000e+02,9.631748e-07
24,4.075000e+02,6.325000e+02,4.960572e-07
25,4.085000e+02,6.325000e+02,5.208216e-07
26,3.995000e+02,6.315000e+02,9.210114e-09
27,4.005000e+02,6.315000e+02,1.418052e-06
28,4.015000e+02,6.315000e+02,7.244059e-07
29,4.075000e+02,6.315000e+02,6.303630e-08
30,4.085000e+02,6.315000e+02,1.168798e-07
31,3.875000e+02,6.295000e+02,1.062941e-06
32,3.885000e+02,6.295000e+02,2.396319e-08
33,3.925000e+02,6.295000e+02,1.726113e-08
34,3.935000e+02,6.295000e+02,1.555769e-08
35,4.095000e+02,6.295000e+02,5.881616e-08
36,4.105000e+02,6.295000e+02,4.621257e-08
37,4.115000e+02,6.295000e+02,7.126557e-08
38,3.905000e+02,6.285000e+02,1.769764e-06
39,3.915000e+02,6.285000e+02,4.878782e-06
40,3.925000e+02,6.285000e+02,1.993281e-06
41,3.935000e+02,6.285000e+02,1.139202e-06
42,3.945000e+02,6.285000e+02,4.135215e-06
43,3.955000e+02,6.285000e+02,4.255783e-06
44,3.965000e+02,6.285000e+02,8.491669e-07
45,4.005000e+02,6.285000e+02,5.553722e-07
46,4.015000e+02,6.285000e+02,1.820232e-06
47,4.025000e+02,6.285000e+02,4.154254e-08
48,4.085000e+02,6.285000e+02,1.214825e-07
49,4.095000e+02,6.285000e+02,2.285507e-06
50,4.105000e+02,6.285000e+02,1.104666e-06
51,4.115000e+02,6.285000e+02,2.790935e-07
52,3.895000e+02,6.275000e+02,3.224036e-07
53,3.905000e+02,6.275000e+02,7.038885e-06
54,3.915000e+02,6.275000e+02,8.139219e-06
55,3.925000e+02,6.275000e+02,6.165495e-06
56,3.935000e+02,6.275000e+02,5.834203e-06
57,3.945000e+02,6.275000e+02,4.778707e-06
58,3.955000e+02,6.275000e+02,5.020290e-06
59,3.965000e+02,6.275000e+02,1.075664e-06
60,4.005000e+02,6.275000e+02,1.708854e-07
61,4.015000e+02,6.275000e+02,3.145261e-07
62,4.025000e+02,6.275000e+02,2.542302e-07
63,4.035000e+02,6.275000e+02,2.806259e-07
64,4.085000e+02,6.275000e+02,4.722422e-07
65,4.095000e+02,6.275000e+02,2.332752e-06
66,4.105000e+02,6.275000e+02,2.420856e-06
67,4.115000e+02,6.275000e+02,8.250947e-07
68,4.125000e+02,6.275000e+02,7.195261e-08
69,3.855000e+02,6.265000e+02,2.016437e-06
70,3.865000e+02,6.265000e+02,1.216932e-07
71,3.905000e+02,6.265000e+02,5.172027e-06
72,3.915000e+02,6.265000e+02,8.369030e-06
73,3.925000e+02,6.265000e+02,4.161564e-06
74,3.935000e+02,6.265000e+02,5.135571e-06
75,3.945000e+02,6.265000e+02,3.303868e-06
76,3.955000e+02,6.265000e+02,1.896435e-07
77,3.965000e+02,6.265000e+02,2.573465e-06
78,4.085000e+02,6.265000e+02,2.453213e-08
79,4.095000e+02,6.265000e+02,1.630063e-06
80,4.105000e+02,6.265000e+02,2.029081e-06
81,4.115000e+02,6.265000e+02,1.439324e-06
82,4.125000e+02,6.265000e+02,5.894680e-07
83,4.135000e+02,6.265000e+02,8.470035e-08
84,3.895000e+02,6.255000e+02,2.626672e-08
85,3.905000e+02,6.255000e+02,4.916047e-06
86,3.915000e+02,6.255000e+02,7.687510e-06
87,3.925000e+02,6.255000e+02,6.884635e-06
88,3.935000e+02,6.255000e+02,6.995781e-06
89,3.945000e+02,6.255000e+02,6.211063e-06
90,3.955000e+02,6.255000e+02,2.657237e-06
91,3.965000e+02,6.255000e+02,1.001055e-06
92,3.975000e+02,6.255000e+02,1.112917e-07
93,4.075000e+02,6.255000e+02,3.751836e-08
94,4.085000e+02,6.255000e+02,1.373748e-06
95,4.095000e+02,6.255000e+02,8.165531e-07
96,4.105000e+02,6.255000e+02,2.594477e-06
97,4.115000e+02,6.255000e+02,6.106457e-07
98,4.125000e+02,6.255000e+02,1.737191e-06
99,4.135000e+02,6.255000e+02,2.159288e-07
100,3.895000e+02,6.245000e+02,7.233225e-07
101,3.905000e+02,6.245000e+02,4.365184e-07
102,3.915000e+02,6.245000e+02,5.789035e-06
103,3.925000e+02,6.245000e+02,3.889034e-06
104,3.935000e+02,6.245000e+02,7.098804e-06
105,3.945000e+02,6.245000e+02,6.651935e-06
106,3.955000e+02,6.245000e+02,4.883344e-06
107,4.075000e+02,6.245000e+02,2.636453e-07
108,4.085000e+02,6.245000e+02,6.306348e-07
109,4.095000e+02,6.245000e+02,2.843763e-07
110,4.125000e+02,6.245000e+02,1.033546e-07
111,4.135000e+02,6.245000e+02,7.171723e-07
112,3.885000e+02,6.235000e+02,2.992098e-08
113,3.895000e+02,6.235000e+02,4.081728e-07
114,3.905000e+02,6.235000e+02,5.559404e-06
115,3.915000e+02,6.235000e+02,4.499137e-06
116,3.925000e+02,6.235000e+02,5.464003e-06
117,3.935000e+02,6.235000e+02,7.734814e-06
118,3.945000e+02,6.235000e+02,6.962311e-06
119,3.955000e+02,6.235000e+02,5.816191e-06
120,3.965000e+02,6.235000e+02,7.252402e-07
121,3.975000e+02,6.235000e+02,4.937960e-07
122,4.105000e+02,6.235000e+02,2.883837e-07
123,4.115000e+02,6.235000e+02,1.259297e-06
124,4.125000e+02,6.235000e+02,1.711352e-06
125,3.885000e+02,6.225000e+02,6.226899e-06
126,3.895000e+02,6.225000e+02,7.164407e-06
127,3.905000e+02,6.225000e+02,9.478752e-06
128,3.915000e+02,6.225000e+02,6.422269e-06
129,3.925000e+02,6.225000e+02,5.930228e-06
130,3.935000e+02,6.225000e+02,2.822028e-06
131,3.945000e+02,6.225000e+02,6.546394e-06
132,3.955000e+02,6.225000e+02,1.943245e-06
133,4.105000e+02,6.225000e+02,1.833901e-06
134,4.115000e+02,6.225000e+02,2.367764e-06
135,4.125000e+02,6.225000e+02,1.450250e-06
136,4.135000e+02,6.225000e+02,1.138476e-07
137,3.875000e+02,6.215000e+02,2.318778e-06
138,3.885000e+02,6.215000e+02,1.198475e-05
139,3.895000e+02,6.215000e+02,7.841855e-06
140,3.905000e+02,6.215000e+02,8.924330e-06
141,3.915000e+02,6.215000e+02,9.537520e-06
142,3.925000e+02,6.215000e+02,6.111188e-06
143,3.935000e+02,6.215000e+02,7.386094e-06
144,3.945000e+02,6.215000e+02,7.132151e-06
145,3.955000e+02,6.215000e+02,3.369453e-06
146,3.965000e+02,6.215000e+02,4.352754e-07
147,4.085000e+02,6.215000e+02,4.964378e-07
148,4.095000e+02,6.215000e+02,2.269395e-06
149,4.105000e+02,6.215000e+02,3.572505e-06
150,4.115000e+02,6.215000e+02,2.282761e-06
