index,x,y,flow
0,4.602060e+02,7.354080e+02,2.645025e-01
1,4.592160e+02,7.344180e+02,9.795240e-02
2,4.602060e+02,7.344180e+02,5.024612e-01
3,4.611960e+02,7.344180e+02,4.766542e-01
4,4.621860e+02,7.344180e+02,5.116444e-01
5,4.631760e+02,7.344180e+02,6.530222e-01
6,4.641660e+02,7.344180e+02,7.336581e-01
7,4.582260e+02,7.334280e+02,6.731723e-02
8,4.592160e+02,7.334280e+02,6.700227e-02
9,4.602060e+02,7.334280e+02,5.381638e-01
10,4.611960e+02,7.334280e+02,7.728035e-01
11,4.621860e+02,7.334280e+02,7.392863e-01
12,4.631760e+02,7.334280e+02,1.419247e-01
13,4.592160e+02,7.324380e+02,7.334341e-01
14,4.602060e+02,7.324380e+02,8.664957e-01
15,4.611960e+02,7.324380e+02,9.656030e-01
16,4.621860e+02,7.324380e+02,9.167323e-01
17,4.592160e+02,7.314480e+02,9.105966e-01
18,4.602060e+02,7.314480e+02,1.125213e+00
19,4.611960e+02,7.314480e+02,1.199258e+00
20,4.621860e+02,7.314480e+02,8.163091e-01
21,4.592160e+02,7.304580e+02,1.411791e+00
22,4.602060e+02,7.304580e+02,1.434599e+00
23,4.611960e+02,7.304580e+02,1.477817e+00
24,4.621860e+02,7.304580e+02,1.464163e+00
25,5.077260e+02,7.304580e+02,9.957368e-01
26,4.592160e+02,7.294680e+02,1.067566e+00
27,4.602060e+02,7.294680e+02,1.024934e+00
28,5.077260e+02,7.294680e+02,1.225299e+00
29,5.087160e+02,7.294680e+02,1.257496e+00
30,5.097060e+02,7.294680e+02,9.186985e-01
31,4.602060e+02,7.284780e+02,1.069051e+00
32,5.087160e+02,7.284780e+02,1.036799e+00
33,5.097060e+02,7.284780e+02,1.527150e+00
34,5.106960e+02,7.284780e+02,1.216685e+00
35,5.087160e+02,7.274880e+02,1.329707e+00
36,5.097060e+02,7.274880e+02,1.583146e+00
37,5.106960e+02,7.274880e+02,1.802155e+00
38,5.116860e+02,7.274880e+02,1.833405e+00
39,5.126760e+02,7.274880e+02,1.444381e+00
40,5.097060e+02,7.264980e+02,2.024577e+00
41,5.106960e+02,7.264980e+02,2.017892e+00
42,5.116860e+02,7.264980e+02,2.048355e+00
43,5.126760e+02,7.264980e+02,2.072084e+00
44,5.136660e+02,7.264980e+02,2.078647e+00
45,5.146560e+02,7.264980e+02,2.078869e+00
46,5.156460e+02,7.264980e+02,1.992355e+00
47,5.166360e+02,7.264980e+02,1.698930e+00
48,5.106960e+02,7.255080e+02,2.249239e+00
49,5.116860e+02,7.255080e+02,2.242114e+00
50,5.126760e+02,7.255080e+02,2.249374e+00
51,5.136660e+02,7.255080e+02,2.250529e+00
52,5.146560e+02,7.255080e+02,2.247948e+00
53,5.156460e+02,7.255080e+02,2.245847e+00
54,5.106960e+02,7.245180e+02,2.493302e+00
55,5.116860e+02,7.245180e+02,2.437709e+00
56,5.126760e+02,7.245180e+02,2.417774e+00
57,5.136660e+02,7.245180e+02,2.405649e+00
58,5.146560e+02,7.245180e+02,2.395152e+00
59,5.156460e+02,7.245180e+02,2.385660e+00
60,5.106960e+02,7.235280e+02,2.736562e+00
61,5.116860e+02,7.235280e+02,2.636061e+00
62,5.126760e+02,7.235280e+02,2.580410e+00
63,5.136660e+02,7.235280e+02,2.548190e+00
64,5.146560e+02,7.235280e+02,2.524519e+00
65,5.156460e+02,7.235280e+02,2.505347e+00
66,5.097060e+02,7.225380e+02,3.338865e+00
67,5.106960e+02,7.225380e+02,3.020141e+00
