i,x,y,voltage,flow,cover dropped,index,drop stage
62,571.086000,592.848000,3.436152e-01,0.048258, 2527.830416,1.000000,16423,1 of 10 
63,570.096000,592.848000,3.435888e-01,0.051967, 2527.830416,1.000000,16422,1 of 10 
64,518.616000,592.848000,3.376744e-01,0.051876, 2527.830416,0.162534,16370,1 of 10 
65,517.626000,592.848000,3.373996e-01,0.031194, 2527.830416,0.095500,16369,1 of 10 
66,515.646000,592.848000,3.368218e-01,0.048294, 2527.830416,0.139578,16367,1 of 10 
67,514.656000,592.848000,3.365158e-01,0.032301, 2527.830416,0.088154,16366,1 of 10 
68,513.666000,592.848000,3.361900e-01,0.031483, 2527.830416,0.079890,16365,1 of 10 
69,512.676000,592.848000,3.358421e-01,0.047497, 2527.830416,0.111111,16364,1 of 10 
70,497.826000,592.848000,3.302149e-01,0.052367, 2527.830416,0.118457,16349,1 of 10 
71,494.856000,592.848000,3.276963e-01,0.044664, 2527.830416,0.065197,16346,1 of 10 
72,488.916000,592.848000,3.131903e-01,0.024200, 2527.830416,0.053260,16343,1 of 10 
73,486.936000,592.848000,3.109572e-01,0.020482, 2527.830416,0.053260,16342,1 of 10 
74,485.946000,592.848000,3.101640e-01,0.014283, 2527.830416,0.041322,16341,1 of 10 
75,484.956000,592.848000,3.095113e-01,0.005221, 2527.830416,0.015611,16340,1 of 10 
76,483.966000,592.848000,3.089428e-01,0.006537, 2527.830416,0.019284,16339,1 of 10 
77,480.996000,592.848000,3.074255e-01,0.021668, 2527.830416,0.049587,16336,1 of 10 
78,436.446000,592.848000,2.933007e-01,0.000113, 2527.830416,0.004591,16303,1 of 10 
79,435.456000,592.848000,2.932769e-01,0.010144, 2527.830416,0.595960,16302,1 of 10 
80,598.806000,593.838000,3.510441e-01,0.000137, 2527.830416,0.008264,16301,1 of 10 
81,597.816000,593.838000,3.509353e-01,0.002811, 2527.830416,0.161616,16300,1 of 10 
82,596.826000,593.838000,3.508026e-01,0.000331, 2527.830416,0.017447,16299,1 of 10 
83,577.026000,593.838000,3.440460e-01,0.001363, 2527.830416,0.018365,16298,1 of 10 
84,576.036000,593.838000,3.439144e-01,0.010425, 2527.830416,0.142332,16297,1 of 10 
85,575.046000,593.838000,3.438140e-01,0.016799, 2527.830416,0.247934,16296,1 of 10 
86,574.056000,593.838000,3.437445e-01,0.054295, 2527.830416,0.886134,16295,1 of 10 
87,573.066000,593.838000,3.436962e-01,0.054040, 2527.830416,0.934803,16294,1 of 10 
88,572.076000,593.838000,3.436599e-01,0.056653, 2527.830416,1.000000,16293,1 of 10 
89,515.646000,593.838000,3.368564e-01,0.036023, 2527.830416,0.093664,16236,1 of 10 
90,514.656000,593.838000,3.365680e-01,0.055105, 2527.830416,0.135905,16235,1 of 10 
91,513.666000,593.838000,3.362637e-01,0.011560, 2527.830416,0.026630,16234,1 of 10 
92,512.676000,593.838000,3.359403e-01,0.049454, 2527.830416,0.105601,16233,1 of 10 
93,490.896000,593.838000,3.162579e-01,0.003734, 2527.830416,0.004591,16215,1 of 10 
94,488.916000,593.838000,3.131346e-01,0.048307, 2527.830416,0.094582,16213,1 of 10 
95,486.936000,593.838000,3.110627e-01,0.021601, 2527.830416,0.047750,16212,1 of 10 
96,485.946000,593.838000,3.102560e-01,0.033687, 2527.830416,0.081726,16211,1 of 10 
97,481.986000,593.838000,3.081223e-01,0.038464, 2527.830416,0.084481,16208,1 of 10 
98,473.076000,593.838000,3.036376e-01,0.044964, 2527.830416,0.066116,16199,1 of 10 
99,438.426000,593.838000,2.933707e-01,0.000654, 2527.830416,0.011019,16170,1 of 10 
100,437.436000,593.838000,2.933151e-01,0.001433, 2527.830416,0.033976,16169,1 of 10 
101,436.446000,593.838000,2.932810e-01,0.006888, 2527.830416,0.229568,16168,1 of 10 
102,435.456000,593.838000,2.932609e-01,0.021569, 2527.830416,0.998163,16167,1 of 10 
103,598.806000,594.828000,3.510811e-01,0.000019, 2527.830416,0.000918,16166,1 of 10 
104,597.816000,594.828000,3.509612e-01,0.000937, 2527.830416,0.041322,16165,1 of 10 
105,596.826000,594.828000,3.508012e-01,0.000211, 2527.830416,0.008264,16164,1 of 10 
106,579.006000,594.828000,3.444460e-01,0.024219, 2527.830416,0.310376,16163,1 of 10 
107,578.016000,594.828000,3.442825e-01,0.017517, 2527.830416,0.202938,16162,1 of 10 
108,577.026000,594.828000,3.441219e-01,0.015733, 2527.830416,0.168962,16161,1 of 10 
109,576.036000,594.828000,3.439774e-01,0.022882, 2527.830416,0.246097,16160,1 of 10 
110,575.046000,594.828000,3.438614e-01,0.000398, 2527.830416,0.004591,16159,1 of 10 
111,574.056000,594.828000,3.437786e-01,0.042491, 2527.830416,0.552801,16158,1 of 10 
112,573.066000,594.828000,3.437217e-01,0.020861, 2527.830416,0.296602,16157,1 of 10 
113,520.596000,594.828000,3.381342e-01,0.003454, 2527.830416,0.009183,16104,1 of 10 
114,495.846000,594.828000,3.285207e-01,0.006788, 2527.830416,0.008264,16079,1 of 10 
115,491.886000,594.828000,3.182581e-01,0.013500, 2527.830416,0.011938,16078,1 of 10 
116,487.926000,594.828000,3.120612e-01,0.011032, 2527.830416,0.020202,16075,1 of 10 
117,486.936000,594.828000,3.111443e-01,0.004804, 2527.830416,0.009183,16074,1 of 10 
118,480.006000,594.828000,3.073457e-01,0.047358, 2527.830416,0.075298,16067,1 of 10 
119,445.356000,594.828000,2.958385e-01,0.022956, 2527.830416,0.047750,16033,1 of 10 
120,440.406000,594.828000,2.935293e-01,0.003158, 2527.830416,0.022957,16032,1 of 10 
121,439.416000,594.828000,2.934108e-01,0.023474, 2527.830416,0.244261,16031,1 of 10 
122,438.426000,594.828000,2.933380e-01,0.026996, 2527.830416,0.391185,16030,1 of 10 
123,437.436000,594.828000,2.932917e-01,0.033488, 2527.830416,0.666667,16029,1 of 10 
124,436.446000,594.828000,2.932621e-01,0.025600, 2527.830416,0.689624,16028,1 of 10 
125,435.456000,594.828000,2.932436e-01,0.027725, 2527.830416,1.000000,16027,1 of 10 
126,612.666000,595.818000,3.514264e-01,0.000075, 2527.830416,0.049587,16026,1 of 10 
127,607.716000,595.818000,3.514071e-01,0.000144, 2527.830416,0.024793,16025,1 of 10 
128,602.766000,595.818000,3.513271e-01,0.000197, 2527.830416,0.016529,16024,1 of 10 
129,601.776000,595.818000,3.512983e-01,0.000376, 2527.830416,0.026630,16023,1 of 10 
130,600.786000,595.818000,3.512568e-01,0.000349, 2527.830416,0.020202,16022,1 of 10 
131,597.816000,595.818000,3.509778e-01,0.001313, 2527.830416,0.044077,16021,1 of 10 
132,587.916000,595.818000,3.471563e-01,0.001517, 2527.830416,0.023875,16020,1 of 10 
133,586.926000,595.818000,3.468835e-01,0.001884, 2527.830416,0.025712,16019,1 of 10 
134,580.986000,595.818000,3.448761e-01,0.000439, 2527.830416,0.004591,16018,1 of 10 
135,579.996000,595.818000,3.446868e-01,0.025233, 2527.830416,0.280992,16017,1 of 10 
136,579.006000,595.818000,3.445229e-01,0.013290, 2527.830416,0.138659,16016,1 of 10 
137,578.016000,595.818000,3.443608e-01,0.020549, 2527.830416,0.199265,16015,1 of 10 
138,577.026000,595.818000,3.441998e-01,0.003053, 2527.830416,0.027548,16014,1 of 10 
139,576.036000,595.818000,3.440475e-01,0.001343, 2527.830416,0.011938,16013,1 of 10 
140,573.066000,595.818000,3.437535e-01,0.000309, 2527.830416,0.003673,16012,1 of 10 
141,572.076000,595.818000,3.437061e-01,0.039159, 2527.830416,0.496786,16011,1 of 10 
142,520.596000,595.818000,3.381075e-01,0.024291, 2527.830416,0.061524,15959,1 of 10 
143,486.936000,595.818000,3.111987e-01,0.022313, 2527.830416,0.037649,15928,1 of 10 
144,445.356000,595.818000,2.954907e-01,0.052864, 2527.830416,0.094582,15887,1 of 10 
145,443.376000,595.818000,2.942821e-01,0.022262, 2527.830416,0.054178,15886,1 of 10 
146,437.436000,595.818000,2.932674e-01,0.030147, 2527.830416,0.501377,15880,1 of 10 
147,436.446000,595.818000,2.932403e-01,0.040009, 2527.830416,0.872360,15879,1 of 10 
148,435.456000,595.818000,2.932227e-01,0.035233, 2527.830416,1.000000,15878,1 of 10 
149,609.696000,596.808000,3.514205e-01,0.001172, 2527.830416,0.243343,15877,1 of 10 
150,608.706000,596.808000,3.514157e-01,0.000900, 2527.830416,0.146006,15876,1 of 10 
151,607.716000,596.808000,3.514092e-01,0.003342, 2527.830416,0.433425,15875,1 of 10 
152,605.736000,596.808000,3.513870e-01,0.000641, 2527.830416,0.053260,15874,1 of 10 
153,604.746000,596.808000,3.513701e-01,0.001622, 2527.830416,0.117539,15873,1 of 10 
154,603.756000,596.808000,3.513509e-01,0.005666, 2527.830416,0.386593,15872,1 of 10 
155,602.766000,596.808000,3.513297e-01,0.005922, 2527.830416,0.378329,15871,1 of 10 
156,601.776000,596.808000,3.513028e-01,0.000601, 2527.830416,0.033058,15870,1 of 10 
157,600.786000,596.808000,3.512640e-01,0.001247, 2527.830416,0.056933,15869,1 of 10 
158,599.796000,596.808000,3.512058e-01,0.002094, 2527.830416,0.077135,15868,1 of 10 
159,598.806000,596.808000,3.511172e-01,0.001530, 2527.830416,0.045914,15867,1 of 10 
160,588.906000,596.808000,3.474949e-01,0.001141, 2527.830416,0.013774,15866,1 of 10 
161,587.916000,596.808000,3.472225e-01,0.029782, 2527.830416,0.348944,15865,1 of 10 
162,586.926000,596.808000,3.469604e-01,0.001066, 2527.830416,0.011019,15864,1 of 10 
163,585.936000,596.808000,3.466701e-01,0.007280, 2527.830416,0.064279,15863,1 of 10 
164,584.946000,596.808000,3.463338e-01,0.004198, 2527.830416,0.031221,15862,1 of 10 
165,583.956000,596.808000,3.459488e-01,0.003301, 2527.830416,0.022039,15861,1 of 10 
166,580.986000,596.808000,3.449395e-01,0.021457, 2527.830416,0.170799,15860,1 of 10 
167,579.006000,596.808000,3.445893e-01,0.007193, 2527.830416,0.063361,15858,1 of 10 
168,578.016000,596.808000,3.444308e-01,0.003077, 2527.830416,0.025712,15857,1 of 10 
169,576.036000,596.808000,3.441166e-01,0.008734, 2527.830416,0.067034,15855,1 of 10 
170,575.046000,596.808000,3.439776e-01,0.012019, 2527.830416,0.096419,15854,1 of 10 
171,573.066000,596.808000,3.437902e-01,0.014498, 2527.830416,0.146924,15853,1 of 10 
172,495.846000,596.808000,3.277065e-01,0.029766, 2527.830416,0.024793,15775,1 of 10 
173,485.946000,596.808000,3.105497e-01,0.008710, 2527.830416,0.013774,15769,1 of 10 
174,445.356000,596.808000,2.951052e-01,0.017374, 2527.830416,0.028466,15728,1 of 10 
175,437.436000,596.808000,2.932385e-01,0.043057, 2527.830416,0.605142,15722,1 of 10 
176,436.446000,596.808000,2.932135e-01,0.037507, 2527.830416,0.666667,15721,1 of 10 
177,435.456000,596.808000,2.931966e-01,0.043565, 2527.830416,1.000000,15720,1 of 10 
178,606.726000,597.798000,3.514024e-01,0.005258, 2527.830416,0.417815,15719,1 of 10 
179,605.736000,597.798000,3.513894e-01,0.002554, 2527.830416,0.163453,15718,1 of 10 
180,604.746000,597.798000,3.513720e-01,0.000768, 2527.830416,0.042241,15717,1 of 10 
181,603.756000,597.798000,3.513520e-01,0.010872, 2527.830416,0.558310,15716,1 of 10 
182,602.766000,597.798000,3.513303e-01,0.015031, 2527.830416,0.726354,15715,1 of 10 
183,601.776000,597.798000,3.513037e-01,0.000479, 2527.830416,0.020202,15714,1 of 10 
184,600.786000,597.798000,3.512662e-01,0.000104, 2527.830416,0.003673,15713,1 of 10 
185,599.796000,597.798000,3.512090e-01,0.000934, 2527.830416,0.026630,15712,1 of 10 
186,589.896000,597.798000,3.479140e-01,0.000907, 2527.830416,0.008264,15711,1 of 10 
187,588.906000,597.798000,3.475765e-01,0.014917, 2527.830416,0.134986,15710,1 of 10 
188,587.916000,597.798000,3.472950e-01,0.010316, 2527.830416,0.089991,15709,1 of 10 
189,586.926000,597.798000,3.470332e-01,0.005747, 2527.830416,0.045914,15708,1 of 10 
190,585.936000,597.798000,3.467558e-01,0.010651, 2527.830416,0.073462,15707,1 of 10 
191,580.986000,597.798000,3.450016e-01,0.008250, 2527.830416,0.051423,15706,1 of 10 
192,578.016000,597.798000,3.444882e-01,0.029890, 2527.830416,0.221304,15703,1 of 10 
193,576.036000,597.798000,3.441777e-01,0.020850, 2527.830416,0.143251,15701,1 of 10 
194,574.056000,597.798000,3.439146e-01,0.000355, 2527.830416,0.002755,15699,1 of 10 
195,505.746000,597.798000,3.330825e-01,0.027958, 2527.830416,0.029385,15630,1 of 10 
196,486.936000,597.798000,3.112572e-01,0.034228, 2527.830416,0.046832,15615,1 of 10 
197,453.276000,597.798000,2.986386e-01,0.051742, 2527.830416,0.095500,15581,1 of 10 
198,452.286000,597.798000,2.982531e-01,0.050680, 2527.830416,0.086318,15580,1 of 10 
199,450.306000,597.798000,2.973072e-01,0.013433, 2527.830416,0.020202,15578,1 of 10 
200,436.446000,597.798000,2.931805e-01,0.050123, 2527.830416,0.744720,15565,1 of 10 
201,435.456000,597.798000,2.931646e-01,0.052462, 2527.830416,0.998163,15564,1 of 10 
202,605.736000,598.788000,3.513922e-01,0.004761, 2527.830416,0.244261,15563,1 of 10 
203,604.746000,598.788000,3.513744e-01,0.005560, 2527.830416,0.241506,15562,1 of 10 
204,603.756000,598.788000,3.513532e-01,0.010917, 2527.830416,0.433425,15561,1 of 10 
205,602.766000,598.788000,3.513299e-01,0.019141, 2527.830416,0.707989,15560,1 of 10 
206,601.776000,598.788000,3.513026e-01,0.013360, 2527.830416,0.435262,15559,1 of 10 
207,600.786000,598.788000,3.512652e-01,0.008052, 2527.830416,0.220386,15558,1 of 10 
208,591.876000,598.788000,3.489050e-01,0.010678, 2527.830416,0.080808,15557,1 of 10 
209,588.906000,598.788000,3.476768e-01,0.023207, 2527.830416,0.161616,15556,1 of 10 
210,587.916000,598.788000,3.473798e-01,0.012214, 2527.830416,0.081726,15555,1 of 10 
211,585.936000,598.788000,3.468380e-01,0.051866, 2527.830416,0.287420,15553,1 of 10 
212,583.956000,598.788000,3.461409e-01,0.000657, 2527.830416,0.002755,15551,1 of 10 
213,581.976000,598.788000,3.453521e-01,0.025266, 2527.830416,0.113866,15550,1 of 10 
214,579.996000,598.788000,3.448437e-01,0.037481, 2527.830416,0.222222,15549,1 of 10 
215,577.026000,598.788000,3.443823e-01,0.015135, 2527.830416,0.100092,15546,1 of 10 
216,576.036000,598.788000,3.442310e-01,0.029829, 2527.830416,0.190083,15545,1 of 10 
217,575.046000,598.788000,3.440854e-01,0.032660, 2527.830416,0.209366,15544,1 of 10 
218,507.726000,598.788000,3.346062e-01,0.001615, 2527.830416,0.001837,15477,1 of 10 
219,504.756000,598.788000,3.324485e-01,0.045728, 2527.830416,0.046832,15475,1 of 10 
220,491.886000,598.788000,3.159612e-01,0.001133, 2527.830416,0.000918,15466,1 of 10 
221,490.896000,598.788000,3.144083e-01,0.012091, 2527.830416,0.011938,15465,1 of 10 
222,476.046000,598.788000,3.060374e-01,0.039430, 2527.830416,0.041322,15450,1 of 10 
223,474.066000,598.788000,3.046393e-01,0.029688, 2527.830416,0.031221,15448,1 of 10 
224,473.076000,598.788000,3.039609e-01,0.000828, 2527.830416,0.000918,15447,1 of 10 
225,605.736000,599.778000,3.513957e-01,0.018718, 2527.830416,0.797980,15410,1 of 10 
226,604.746000,599.778000,3.513776e-01,0.007832, 2527.830416,0.278237,15409,1 of 10 
227,603.756000,599.778000,3.513551e-01,0.009920, 2527.830416,0.314050,15408,1 of 10 
228,602.766000,599.778000,3.513300e-01,0.025778, 2527.830416,0.745638,15407,1 of 10 
229,601.776000,599.778000,3.513010e-01,0.037201, 2527.830416,0.945822,15406,1 of 10 
230,600.786000,599.778000,3.512624e-01,0.018403, 2527.830416,0.392103,15405,1 of 10 
231,599.796000,599.778000,3.512031e-01,0.000973, 2527.830416,0.016529,15404,1 of 10 
232,592.866000,599.778000,3.494633e-01,0.010478, 2527.830416,0.070707,15403,1 of 10 
233,591.876000,599.778000,3.490251e-01,0.012761, 2527.830416,0.078053,15402,1 of 10 
234,590.886000,599.778000,3.485762e-01,0.003533, 2527.830416,0.020202,15401,1 of 10 
235,587.916000,599.778000,3.474860e-01,0.052496, 2527.830416,0.282828,15400,1 of 10 
236,576.036000,599.778000,3.442757e-01,0.030931, 2527.830416,0.189164,15388,1 of 10 
237,575.046000,599.778000,3.441332e-01,0.053061, 2527.830416,0.320478,15387,1 of 10 
238,497.826000,599.778000,3.281006e-01,0.033280, 2527.830416,0.024793,15313,1 of 10 
239,493.866000,599.778000,3.196380e-01,0.001613, 2527.830416,0.000918,15312,1 of 10 
240,490.896000,599.778000,3.142281e-01,0.021839, 2527.830416,0.021120,15311,1 of 10 
241,473.076000,599.778000,3.040900e-01,0.006093, 2527.830416,0.006428,15293,1 of 10 
242,472.086000,599.778000,3.034769e-01,0.046547, 2527.830416,0.054178,15292,1 of 10 
243,452.286000,599.778000,2.977230e-01,0.035988, 2527.830416,0.050505,15272,1 of 10 
244,449.316000,599.778000,2.958418e-01,0.047615, 2527.830416,0.060606,15269,1 of 10 
245,447.336000,599.778000,2.947991e-01,0.003255, 2527.830416,0.004591,15267,1 of 10 
246,604.746000,600.768000,3.513820e-01,0.003439, 2527.830416,0.102847,15256,1 of 10 
247,603.756000,600.768000,3.513587e-01,0.013197, 2527.830416,0.343434,15255,1 of 10 
248,602.766000,600.768000,3.513319e-01,0.033627, 2527.830416,0.779614,15254,1 of 10 
249,601.776000,600.768000,3.513005e-01,0.042663, 2527.830416,0.860422,15253,1 of 10 
250,600.786000,600.768000,3.512593e-01,0.044872, 2527.830416,0.755739,15252,1 of 10 
251,599.796000,600.768000,3.511975e-01,0.004171, 2527.830416,0.056015,15251,1 of 10 
252,587.916000,600.768000,3.476176e-01,0.015329, 2527.830416,0.069789,15250,1 of 10 
253,575.046000,600.768000,3.441748e-01,0.041424, 2527.830416,0.244261,15238,1 of 10 
254,574.056000,600.768000,3.440484e-01,0.007728, 2527.830416,0.046832,15237,1 of 10 
255,497.826000,600.768000,3.272784e-01,0.001480, 2527.830416,0.000918,15162,1 of 10 
256,493.866000,600.768000,3.185299e-01,0.035449, 2527.830416,0.021120,15161,1 of 10 
257,473.076000,600.768000,3.042102e-01,0.030322, 2527.830416,0.030303,15141,1 of 10 
258,472.086000,600.768000,3.035774e-01,0.028712, 2527.830416,0.031221,15140,1 of 10 
259,452.286000,600.768000,2.972940e-01,0.028399, 2527.830416,0.035813,15120,1 of 10 
260,445.356000,600.768000,2.937326e-01,0.024482, 2527.830416,0.054178,15118,1 of 10 
261,605.736000,601.758000,3.514082e-01,0.014890, 2527.830416,0.460055,15107,1 of 10 
262,604.746000,601.758000,3.513888e-01,0.015353, 2527.830416,0.395776,15106,1 of 10 
263,602.766000,601.758000,3.513370e-01,0.031701, 2527.830416,0.603306,15105,1 of 10 
264,599.796000,601.758000,3.511931e-01,0.043393, 2527.830416,0.473829,15102,1 of 10 
265,582.966000,601.758000,3.459382e-01,0.036423, 2527.830416,0.112948,15100,1 of 10 
266,575.046000,601.758000,3.442095e-01,0.000154, 2527.830416,0.000918,15094,1 of 10 
267,573.066000,601.758000,3.439851e-01,0.047077, 2527.830416,0.302112,15092,1 of 10 
268,498.816000,601.758000,3.277133e-01,0.011388, 2527.830416,0.007346,15017,1 of 10 
269,491.886000,601.758000,3.150973e-01,0.048038, 2527.830416,0.038567,15014,1 of 10 
270,455.256000,601.758000,2.985135e-01,0.024313, 2527.830416,0.036731,14978,1 of 10 
271,454.266000,601.758000,2.980383e-01,0.053207, 2527.830416,0.073462,14977,1 of 10 
272,449.316000,601.758000,2.947220e-01,0.054423, 2527.830416,0.073462,14975,1 of 10 
273,605.736000,602.748000,3.514194e-01,0.005392, 2527.830416,0.142332,14960,1 of 10 
274,598.806000,602.748000,3.510888e-01,0.023806, 2527.830416,0.173554,14956,1 of 10 
275,596.826000,602.748000,3.507392e-01,0.019804, 2527.830416,0.108356,14955,1 of 10 
276,589.896000,602.748000,3.485926e-01,0.052495, 2527.830416,0.191001,14954,1 of 10 
277,581.976000,602.748000,3.455951e-01,0.000274, 2527.830416,0.000918,14952,1 of 10 
278,580.986000,602.748000,3.452173e-01,0.036414, 2527.830416,0.140496,14951,1 of 10 
279,579.996000,602.748000,3.449335e-01,0.027853, 2527.830416,0.125803,14950,1 of 10 
280,574.056000,602.748000,3.441281e-01,0.014982, 2527.830416,0.089991,14948,1 of 10 
281,573.066000,602.748000,3.440250e-01,0.013694, 2527.830416,0.085399,14947,1 of 10 
282,538.416000,602.748000,3.410048e-01,0.006904, 2527.830416,0.022039,14912,1 of 10 
283,450.306000,602.748000,2.947684e-01,0.036544, 2527.830416,0.047750,14832,1 of 10 
284,435.456000,602.748000,2.928660e-01,0.017197, 2527.830416,0.145087,14817,1 of 10 
285,606.726000,603.738000,3.514534e-01,0.024856, 2527.830416,0.611570,14816,1 of 10 
286,605.736000,603.738000,3.514360e-01,0.006384, 2527.830416,0.142332,14815,1 of 10 
287,574.056000,603.738000,3.441636e-01,0.046191, 2527.830416,0.286501,14808,1 of 10 
288,535.446000,603.738000,3.403406e-01,0.023958, 2527.830416,0.092746,14774,1 of 10 
289,494.856000,603.738000,3.181221e-01,0.051818, 2527.830416,0.031221,14737,1 of 10 
290,605.736000,604.728000,3.514600e-01,0.004725, 2527.830416,0.088154,14682,1 of 10 
291,572.076000,604.728000,3.440176e-01,0.050062, 2527.830416,0.333333,14667,1 of 10 
292,546.336000,604.728000,3.426024e-01,0.045901, 2527.830416,0.157025,14641,1 of 10 
293,544.356000,604.728000,3.423062e-01,0.045212, 2527.830416,0.163453,14639,1 of 10 
294,533.466000,604.728000,3.399465e-01,0.006026, 2527.830416,0.027548,14638,1 of 10 
295,503.766000,604.728000,3.315807e-01,0.010087, 2527.830416,0.006428,14608,1 of 10 
296,499.806000,604.728000,3.264801e-01,0.035598, 2527.830416,0.018365,14604,1 of 10 
