i,x,y,voltage,flow,cover dropped,index,drop stage
1868,438.426000,599.778000,2.928881e-01,0.130803, 2526.752973,0.999082,13948,2 of 10 
1869,437.436000,599.778000,2.928542e-01,0.107047, 2526.752973,0.998163,13947,2 of 10 
1870,436.446000,599.778000,2.928272e-01,0.084779, 2526.752973,0.997245,13946,2 of 10 
1871,435.456000,599.778000,2.928059e-01,0.064903, 2526.752973,1.000000,13945,2 of 10 
1872,583.956000,600.768000,3.454770e-01,0.116375, 2526.752973,0.426079,13942,2 of 10 
1873,581.976000,600.768000,3.446533e-01,0.140026, 2526.752973,0.548209,13940,2 of 10 
1874,578.016000,600.768000,3.437920e-01,0.153072, 2526.752973,1.000000,13936,2 of 10 
1875,577.026000,600.768000,3.436581e-01,0.147533, 2526.752973,1.000000,13935,2 of 10 
1876,576.036000,600.768000,3.435191e-01,0.061405, 2526.752973,0.393021,13934,2 of 10 
1877,573.066000,600.768000,3.431130e-01,0.062673, 2526.752973,0.438017,13933,2 of 10 
1878,572.076000,600.768000,3.430335e-01,0.124224, 2526.752973,1.000000,13932,2 of 10 
1879,571.086000,600.768000,3.429751e-01,0.111803, 2526.752973,0.977043,13931,2 of 10 
1880,570.096000,600.768000,3.429274e-01,0.109296, 2526.752973,1.000000,13930,2 of 10 
1881,569.106000,600.768000,3.428853e-01,0.104784, 2526.752973,0.979798,13929,2 of 10 
1882,568.116000,600.768000,3.428461e-01,0.102539, 2526.752973,0.963269,13928,2 of 10 
1883,567.126000,600.768000,3.428086e-01,0.107344, 2526.752973,1.000000,13927,2 of 10 
1884,566.136000,600.768000,3.427717e-01,0.109335, 2526.752973,1.000000,13926,2 of 10 
1885,565.146000,600.768000,3.427347e-01,0.112158, 2526.752973,1.000000,13925,2 of 10 
1886,564.156000,600.768000,3.426972e-01,0.115625, 2526.752973,1.000000,13924,2 of 10 
1887,563.166000,600.768000,3.426586e-01,0.119047, 2526.752973,0.994490,13923,2 of 10 
1888,562.176000,600.768000,3.426186e-01,0.124260, 2526.752973,0.999082,13922,2 of 10 
1889,561.186000,600.768000,3.425769e-01,0.129632, 2526.752973,1.000000,13921,2 of 10 
1890,560.196000,600.768000,3.425333e-01,0.135504, 2526.752973,1.000000,13920,2 of 10 
1891,559.206000,600.768000,3.424877e-01,0.142074, 2526.752973,1.000000,13919,2 of 10 
1892,558.216000,600.768000,3.424397e-01,0.149404, 2526.752973,1.000000,13918,2 of 10 
1893,557.226000,600.768000,3.423892e-01,0.157565, 2526.752973,1.000000,13917,2 of 10 
1894,506.736000,600.768000,3.339427e-01,0.065063, 2526.752973,0.066116,13866,2 of 10 
1895,503.766000,600.768000,3.314176e-01,0.155853, 2526.752973,0.142332,13865,2 of 10 
1896,492.876000,600.768000,3.164285e-01,0.122097, 2526.752973,0.088154,13859,2 of 10 
1897,489.906000,600.768000,3.130470e-01,0.073549, 2526.752973,0.074380,13857,2 of 10 
1898,474.066000,600.768000,3.047101e-01,0.118137, 2526.752973,0.113866,13841,2 of 10 
1899,471.096000,600.768000,3.028451e-01,0.064330, 2526.752973,0.078053,13840,2 of 10 
1900,456.246000,600.768000,2.989471e-01,0.148235, 2526.752973,0.269972,13825,2 of 10 
1901,451.296000,600.768000,2.963937e-01,0.125222, 2526.752973,0.150597,13821,2 of 10 
1902,438.426000,600.768000,2.928251e-01,0.143796, 2526.752973,0.993572,13814,2 of 10 
1903,437.436000,600.768000,2.927959e-01,0.121102, 2526.752973,0.998163,13813,2 of 10 
1904,436.446000,600.768000,2.927731e-01,0.098372, 2526.752973,0.999082,13812,2 of 10 
1905,435.456000,600.768000,2.927547e-01,0.076678, 2526.752973,1.000000,13811,2 of 10 
1906,601.776000,601.758000,3.504522e-01,0.054882, 2526.752973,0.993572,13810,2 of 10 
1907,600.786000,601.758000,3.503971e-01,0.055828, 2526.752973,0.845730,13809,2 of 10 
1908,588.906000,601.758000,3.472349e-01,0.054820, 2526.752973,0.244261,13808,2 of 10 
1909,581.976000,601.758000,3.446982e-01,0.098116, 2526.752973,0.366391,13807,2 of 10 
1910,580.986000,601.758000,3.443666e-01,0.159607, 2526.752973,0.686869,13806,2 of 10 
1911,579.996000,601.758000,3.441181e-01,0.157056, 2526.752973,0.783287,13805,2 of 10 
1912,576.036000,601.758000,3.435347e-01,0.074813, 2526.752973,0.484848,13803,2 of 10 
1913,574.056000,601.758000,3.432693e-01,0.062000, 2526.752973,0.370983,13802,2 of 10 
1914,572.076000,601.758000,3.430692e-01,0.133246, 2526.752973,1.000000,13801,2 of 10 
1915,571.086000,601.758000,3.430067e-01,0.120583, 2526.752973,1.000000,13800,2 of 10 
1916,570.096000,601.758000,3.429563e-01,0.113705, 2526.752973,1.000000,13799,2 of 10 
1917,569.106000,601.758000,3.429125e-01,0.109724, 2526.752973,0.995409,13798,2 of 10 
1918,568.116000,601.758000,3.428725e-01,0.109074, 2526.752973,1.000000,13797,2 of 10 
1919,567.126000,601.758000,3.428346e-01,0.106777, 2526.752973,0.974288,13796,2 of 10 
1920,566.136000,601.758000,3.427978e-01,0.111356, 2526.752973,1.000000,13795,2 of 10 
1921,565.146000,601.758000,3.427611e-01,0.112080, 2526.752973,0.982553,13794,2 of 10 
1922,564.156000,601.758000,3.427240e-01,0.117459, 2526.752973,1.000000,13793,2 of 10 
1923,563.166000,601.758000,3.426859e-01,0.121080, 2526.752973,0.997245,13792,2 of 10 
1924,562.176000,601.758000,3.426465e-01,0.125558, 2526.752973,0.997245,13791,2 of 10 
1925,561.186000,601.758000,3.426056e-01,0.130922, 2526.752973,1.000000,13790,2 of 10 
1926,560.196000,601.758000,3.425630e-01,0.136542, 2526.752973,1.000000,13789,2 of 10 
1927,559.206000,601.758000,3.425185e-01,0.142806, 2526.752973,1.000000,13788,2 of 10 
1928,558.216000,601.758000,3.424719e-01,0.149826, 2526.752973,1.000000,13787,2 of 10 
1929,557.226000,601.758000,3.424231e-01,0.157665, 2526.752973,1.000000,13786,2 of 10 
1930,504.756000,601.758000,3.324008e-01,0.122300, 2526.752973,0.098255,13733,2 of 10 
1931,475.056000,601.758000,3.054984e-01,0.059509, 2526.752973,0.054178,13709,2 of 10 
1932,474.066000,601.758000,3.047870e-01,0.157617, 2526.752973,0.144169,13708,2 of 10 
1933,472.086000,601.758000,3.034603e-01,0.113068, 2526.752973,0.114784,13706,2 of 10 
1934,459.216000,601.758000,2.995553e-01,0.112156, 2526.752973,0.189164,13693,2 of 10 
1935,458.226000,601.758000,2.993040e-01,0.056297, 2526.752973,0.095500,13692,2 of 10 
1936,457.236000,601.758000,2.990330e-01,0.131836, 2526.752973,0.222222,13691,2 of 10 
1937,447.336000,601.758000,2.937573e-01,0.120906, 2526.752973,0.220386,13688,2 of 10 
1938,437.436000,601.758000,2.927266e-01,0.139202, 2526.752973,1.000000,13678,2 of 10 
1939,436.446000,601.758000,2.927070e-01,0.114834, 2526.752973,1.000000,13677,2 of 10 
1940,435.456000,601.758000,2.926904e-01,0.091213, 2526.752973,1.000000,13676,2 of 10 
1941,601.776000,602.748000,3.504609e-01,0.063557, 2526.752973,0.934803,13675,2 of 10 
1942,600.786000,602.748000,3.504056e-01,0.074364, 2526.752973,0.915519,13674,2 of 10 
1943,599.796000,602.748000,3.503294e-01,0.088920, 2526.752973,0.891644,13673,2 of 10 
1944,588.906000,602.748000,3.473665e-01,0.057931, 2526.752973,0.230487,13672,2 of 10 
1945,575.046000,602.748000,3.434292e-01,0.088482, 2526.752973,0.554637,13671,2 of 10 
1946,572.076000,602.748000,3.431066e-01,0.117552, 2526.752973,0.831038,13670,2 of 10 
1947,571.086000,602.748000,3.430394e-01,0.126219, 2526.752973,1.000000,13669,2 of 10 
1948,570.096000,602.748000,3.429859e-01,0.115671, 2526.752973,0.985308,13668,2 of 10 
1949,569.106000,602.748000,3.429403e-01,0.108633, 2526.752973,0.964187,13667,2 of 10 
1950,568.116000,602.748000,3.428995e-01,0.110781, 2526.752973,1.000000,13666,2 of 10 
1951,567.126000,602.748000,3.428616e-01,0.111056, 2526.752973,1.000000,13665,2 of 10 
1952,566.136000,602.748000,3.428250e-01,0.112776, 2526.752973,1.000000,13664,2 of 10 
1953,565.146000,602.748000,3.427889e-01,0.115376, 2526.752973,0.999082,13663,2 of 10 
1954,564.156000,602.748000,3.427523e-01,0.118863, 2526.752973,1.000000,13662,2 of 10 
1955,563.166000,602.748000,3.427149e-01,0.122712, 2526.752973,1.000000,13661,2 of 10 
1956,562.176000,602.748000,3.426762e-01,0.127003, 2526.752973,1.000000,13660,2 of 10 
1957,561.186000,602.748000,3.426362e-01,0.131752, 2526.752973,1.000000,13659,2 of 10 
1958,560.196000,602.748000,3.425947e-01,0.137015, 2526.752973,1.000000,13658,2 of 10 
1959,559.206000,602.748000,3.425515e-01,0.142903, 2526.752973,1.000000,13657,2 of 10 
1960,558.216000,602.748000,3.425064e-01,0.149507, 2526.752973,1.000000,13656,2 of 10 
1961,557.226000,602.748000,3.424594e-01,0.156940, 2526.752973,1.000000,13655,2 of 10 
1962,539.406000,602.748000,3.405763e-01,0.136466, 2526.752973,0.481175,13637,2 of 10 
1963,537.426000,602.748000,3.401652e-01,0.055506, 2526.752973,0.196511,13636,2 of 10 
1964,503.766000,602.748000,3.314183e-01,0.147168, 2526.752973,0.110193,13602,2 of 10 
1965,502.776000,602.748000,3.303941e-01,0.070305, 2526.752973,0.056015,13601,2 of 10 
1966,456.246000,602.748000,2.984134e-01,0.082208, 2526.752973,0.116621,13558,2 of 10 
1967,436.446000,602.748000,2.926217e-01,0.091050, 2526.752973,0.661157,13544,2 of 10 
1968,601.776000,603.738000,3.504754e-01,0.073663, 2526.752973,0.922865,13543,2 of 10 
1969,600.786000,603.738000,3.504194e-01,0.095377, 2526.752973,1.000000,13542,2 of 10 
1970,599.796000,603.738000,3.503425e-01,0.114751, 2526.752973,0.993572,13541,2 of 10 
1971,598.806000,603.738000,3.502323e-01,0.066696, 2526.752973,0.468320,13540,2 of 10 
1972,597.816000,603.738000,3.500791e-01,0.074762, 2526.752973,0.445363,13539,2 of 10 
1973,572.076000,603.738000,3.431459e-01,0.076752, 2526.752973,0.518825,13537,2 of 10 
1974,571.086000,603.738000,3.430736e-01,0.131259, 2526.752973,1.000000,13536,2 of 10 
1975,570.096000,603.738000,3.430166e-01,0.120419, 2526.752973,1.000000,13535,2 of 10 
1976,569.106000,603.738000,3.429690e-01,0.112437, 2526.752973,0.983471,13534,2 of 10 
1977,568.116000,603.738000,3.429275e-01,0.111815, 2526.752973,1.000000,13533,2 of 10 
1978,567.126000,603.738000,3.428897e-01,0.109873, 2526.752973,0.980716,13532,2 of 10 
1979,566.136000,603.738000,3.428537e-01,0.112840, 2526.752973,0.990817,13531,2 of 10 
1980,565.146000,603.738000,3.428182e-01,0.116230, 2526.752973,0.996327,13530,2 of 10 
1981,564.156000,603.738000,3.427823e-01,0.119987, 2526.752973,1.000000,13529,2 of 10 
1982,563.166000,603.738000,3.427455e-01,0.123720, 2526.752973,1.000000,13528,2 of 10 
1983,562.176000,603.738000,3.427077e-01,0.127749, 2526.752973,1.000000,13527,2 of 10 
1984,561.186000,603.738000,3.426686e-01,0.132198, 2526.752973,1.000000,13526,2 of 10 
1985,560.196000,603.738000,3.426282e-01,0.136829, 2526.752973,0.998163,13525,2 of 10 
1986,559.206000,603.738000,3.425863e-01,0.142546, 2526.752973,1.000000,13524,2 of 10 
1987,558.216000,603.738000,3.425430e-01,0.148699, 2526.752973,1.000000,13523,2 of 10 
1988,557.226000,603.738000,3.424979e-01,0.155666, 2526.752973,1.000000,13522,2 of 10 
1989,540.396000,603.738000,3.408153e-01,0.113804, 2526.752973,0.471074,13505,2 of 10 
1990,534.456000,603.738000,3.395837e-01,0.117531, 2526.752973,0.502296,13504,2 of 10 
1991,438.426000,603.738000,2.925594e-01,0.142579, 2526.752973,0.654729,13417,2 of 10 
1992,436.446000,603.738000,2.925085e-01,0.085472, 2526.752973,0.517906,13415,2 of 10 
1993,601.776000,604.728000,3.504990e-01,0.078850, 2526.752973,0.875115,13414,2 of 10 
1994,600.786000,604.728000,3.504428e-01,0.099577, 2526.752973,0.932048,13413,2 of 10 
1995,599.796000,604.728000,3.503648e-01,0.125346, 2526.752973,0.988062,13412,2 of 10 
1996,598.806000,604.728000,3.502556e-01,0.136411, 2526.752973,0.895317,13411,2 of 10 
1997,596.826000,604.728000,3.499219e-01,0.156866, 2526.752973,0.797980,13409,2 of 10 
1998,594.846000,604.728000,3.494650e-01,0.153839, 2526.752973,0.710744,13407,2 of 10 
1999,589.896000,604.728000,3.479346e-01,0.147169, 2526.752973,0.574839,13402,2 of 10 
2000,573.066000,604.728000,3.432795e-01,0.078707, 2526.752973,0.500459,13401,2 of 10 
2001,571.086000,604.728000,3.431098e-01,0.131780, 2526.752973,0.976125,13400,2 of 10 
2002,570.096000,604.728000,3.430486e-01,0.122116, 2526.752973,0.994490,13399,2 of 10 
2003,569.106000,604.728000,3.429989e-01,0.115333, 2526.752973,0.999082,13398,2 of 10 
2004,568.116000,604.728000,3.429569e-01,0.112663, 2526.752973,1.000000,13397,2 of 10 
2005,567.126000,604.728000,3.429196e-01,0.110915, 2526.752973,0.980716,13396,2 of 10 
2006,566.136000,604.728000,3.428842e-01,0.115173, 2526.752973,1.000000,13395,2 of 10 
2007,565.146000,604.728000,3.428493e-01,0.117991, 2526.752973,1.000000,13394,2 of 10 
2008,564.156000,604.728000,3.428140e-01,0.121153, 2526.752973,1.000000,13393,2 of 10 
2009,563.166000,604.728000,3.427778e-01,0.124583, 2526.752973,1.000000,13392,2 of 10 
2010,562.176000,604.728000,3.427407e-01,0.121251, 2526.752973,0.944904,13391,2 of 10 
2011,561.186000,604.728000,3.427026e-01,0.132193, 2526.752973,0.999082,13390,2 of 10 
2012,560.196000,604.728000,3.426633e-01,0.130668, 2526.752973,0.955005,13389,2 of 10 
2013,559.206000,604.728000,3.426228e-01,0.141777, 2526.752973,1.000000,13388,2 of 10 
2014,558.216000,604.728000,3.425812e-01,0.147425, 2526.752973,1.000000,13387,2 of 10 
2015,557.226000,604.728000,3.425383e-01,0.153824, 2526.752973,1.000000,13386,2 of 10 
2016,545.346000,604.728000,3.417197e-01,0.069231, 2526.752973,0.260790,13375,2 of 10 
2017,532.476000,604.728000,3.392473e-01,0.069267, 2526.752973,0.344353,13374,2 of 10 
2018,504.756000,604.728000,3.325474e-01,0.127092, 2526.752973,0.085399,13346,2 of 10 
2019,495.846000,604.728000,3.188778e-01,0.156659, 2526.752973,0.088154,13342,2 of 10 
2020,455.256000,604.728000,2.970608e-01,0.076305, 2526.752973,0.080808,13301,2 of 10 
2021,438.426000,604.728000,2.924300e-01,0.101452, 2526.752973,0.401286,13288,2 of 10 
2022,437.436000,604.728000,2.923951e-01,0.103014, 2526.752973,0.454545,13287,2 of 10 
2023,601.776000,605.718000,3.505367e-01,0.092529, 2526.752973,0.930211,13286,2 of 10 
2024,600.786000,605.718000,3.504815e-01,0.106520, 2526.752973,0.921028,13285,2 of 10 
2025,599.796000,605.718000,3.504027e-01,0.132629, 2526.752973,1.000000,13284,2 of 10 
2026,598.806000,605.718000,3.502935e-01,0.146978, 2526.752973,0.960514,13283,2 of 10 
2027,597.816000,605.718000,3.501486e-01,0.148035, 2526.752973,0.851240,13282,2 of 10 
2028,595.836000,605.718000,3.497482e-01,0.125237, 2526.752973,0.629017,13280,2 of 10 
2029,593.856000,605.718000,3.492341e-01,0.076566, 2526.752973,0.364555,13279,2 of 10 
2030,592.866000,605.718000,3.489515e-01,0.127561, 2526.752973,0.589532,13278,2 of 10 
2031,591.876000,605.718000,3.486510e-01,0.150353, 2526.752973,0.674013,13277,2 of 10 
2032,590.886000,605.718000,3.483309e-01,0.098183, 2526.752973,0.429752,13276,2 of 10 
2033,589.896000,605.718000,3.479986e-01,0.138025, 2526.752973,0.610652,13275,2 of 10 
2034,572.076000,605.718000,3.432282e-01,0.096587, 2526.752973,0.653811,13274,2 of 10 
2035,571.086000,605.718000,3.431481e-01,0.127599, 2526.752973,0.936639,13273,2 of 10 
2036,570.096000,605.718000,3.430831e-01,0.074406, 2526.752973,0.597796,13272,2 of 10 
2037,569.106000,605.718000,3.430314e-01,0.080403, 2526.752973,0.687787,13271,2 of 10 
2038,568.116000,605.718000,3.429893e-01,0.078684, 2526.752973,0.685950,13270,2 of 10 
2039,567.126000,605.718000,3.429523e-01,0.115395, 2526.752973,1.000000,13269,2 of 10 
2040,566.136000,605.718000,3.429172e-01,0.117450, 2526.752973,1.000000,13268,2 of 10 
2041,565.146000,605.718000,3.428825e-01,0.119931, 2526.752973,1.000000,13267,2 of 10 
2042,564.156000,605.718000,3.428474e-01,0.122620, 2526.752973,1.000000,13266,2 of 10 
2043,563.166000,605.718000,3.428117e-01,0.125521, 2526.752973,1.000000,13265,2 of 10 
2044,562.176000,605.718000,3.427752e-01,0.128116, 2526.752973,0.995409,13264,2 of 10 
2045,561.186000,605.718000,3.427379e-01,0.132247, 2526.752973,1.000000,13263,2 of 10 
2046,560.196000,605.718000,3.426997e-01,0.136183, 2526.752973,1.000000,13262,2 of 10 
2047,559.206000,605.718000,3.426607e-01,0.139002, 2526.752973,0.988062,13261,2 of 10 
2048,558.216000,605.718000,3.426208e-01,0.145738, 2526.752973,1.000000,13260,2 of 10 
2049,557.226000,605.718000,3.425800e-01,0.151355, 2526.752973,0.999082,13259,2 of 10 
2050,556.236000,605.718000,3.425383e-01,0.158032, 2526.752973,1.000000,13258,2 of 10 
2051,529.506000,605.718000,3.388299e-01,0.131597, 2526.752973,0.722681,13248,2 of 10 
2052,497.826000,605.718000,3.215303e-01,0.069177, 2526.752973,0.033976,13219,2 of 10 
2053,451.296000,605.718000,2.940666e-01,0.135749, 2526.752973,0.193756,13175,2 of 10 
2054,601.776000,606.708000,3.505960e-01,0.103217, 2526.752973,0.910009,13162,2 of 10 
2055,600.786000,606.708000,3.505434e-01,0.122266, 2526.752973,0.981634,13161,2 of 10 
2056,599.796000,606.708000,3.504645e-01,0.074493, 2526.752973,0.549128,13160,2 of 10 
2057,598.806000,606.708000,3.503539e-01,0.074048, 2526.752973,0.503214,13159,2 of 10 
2058,597.816000,606.708000,3.502088e-01,0.089061, 2526.752973,0.554637,13158,2 of 10 
2059,594.846000,606.708000,3.495505e-01,0.111945, 2526.752973,0.617998,13157,2 of 10 
2060,593.856000,606.708000,3.492836e-01,0.086585, 2526.752973,0.473829,13156,2 of 10 
2061,588.906000,606.708000,3.477394e-01,0.106919, 2526.752973,0.589532,13155,2 of 10 
2062,582.966000,606.708000,3.457777e-01,0.088689, 2526.752973,0.457300,13154,2 of 10 
2063,568.116000,606.708000,3.430264e-01,0.115634, 2526.752973,0.971534,13153,2 of 10 
2064,567.126000,606.708000,3.429889e-01,0.119807, 2526.752973,1.000000,13152,2 of 10 
2065,566.136000,606.708000,3.429532e-01,0.120915, 2526.752973,0.998163,13151,2 of 10 
2066,565.146000,606.708000,3.429180e-01,0.122767, 2526.752973,1.000000,13150,2 of 10 
2067,564.156000,606.708000,3.428827e-01,0.124573, 2526.752973,1.000000,13149,2 of 10 
2068,563.166000,606.708000,3.428470e-01,0.126643, 2526.752973,1.000000,13148,2 of 10 
2069,562.176000,606.708000,3.428109e-01,0.129070, 2526.752973,1.000000,13147,2 of 10 
2070,561.186000,606.708000,3.427743e-01,0.131933, 2526.752973,1.000000,13146,2 of 10 
2071,560.196000,606.708000,3.427372e-01,0.134878, 2526.752973,0.997245,13145,2 of 10 
2072,559.206000,606.708000,3.426995e-01,0.139093, 2526.752973,1.000000,13144,2 of 10 
2073,558.216000,606.708000,3.426614e-01,0.143529, 2526.752973,1.000000,13143,2 of 10 
2074,557.226000,606.708000,3.426228e-01,0.148603, 2526.752973,1.000000,13142,2 of 10 
2075,556.236000,606.708000,3.425836e-01,0.154414, 2526.752973,1.000000,13141,2 of 10 
2076,527.526000,606.708000,3.386151e-01,0.115729, 2526.752973,0.685950,13131,2 of 10 
2077,436.446000,606.708000,2.920227e-01,0.134511, 2526.752973,0.603306,13060,2 of 10 
2078,435.456000,606.708000,2.919869e-01,0.080974, 2526.752973,0.453627,13059,2 of 10 
2079,601.776000,607.698000,3.506891e-01,0.119016, 2526.752973,0.865932,13058,2 of 10 
2080,600.786000,607.698000,3.506405e-01,0.078658, 2526.752973,0.556474,13057,2 of 10 
2081,588.906000,607.698000,3.478205e-01,0.073534, 2526.752973,0.512397,13056,2 of 10 
2082,577.026000,607.698000,3.439193e-01,0.081345, 2526.752973,0.399449,13055,2 of 10 
2083,576.036000,607.698000,3.437669e-01,0.097130, 2526.752973,0.532599,13054,2 of 10 
2084,575.046000,607.698000,3.436388e-01,0.087719, 2526.752973,0.532599,13053,2 of 10 
2085,574.056000,607.698000,3.435236e-01,0.077549, 2526.752973,0.507805,13052,2 of 10 
2086,573.066000,607.698000,3.434181e-01,0.068103, 2526.752973,0.470156,13051,2 of 10 
2087,569.106000,607.698000,3.431139e-01,0.074287, 2526.752973,0.584022,13050,2 of 10 
2088,568.116000,607.698000,3.430693e-01,0.126658, 2526.752973,1.000000,13049,2 of 10 
2089,567.126000,607.698000,3.430297e-01,0.126240, 2526.752973,1.000000,13048,2 of 10 
2090,566.136000,607.698000,3.429923e-01,0.126266, 2526.752973,1.000000,13047,2 of 10 
2091,565.146000,607.698000,3.429557e-01,0.126407, 2526.752973,1.000000,13046,2 of 10 
2092,564.156000,607.698000,3.429195e-01,0.126904, 2526.752973,1.000000,13045,2 of 10 
2093,563.166000,607.698000,3.428835e-01,0.127843, 2526.752973,1.000000,13044,2 of 10 
2094,562.176000,607.698000,3.428475e-01,0.129298, 2526.752973,1.000000,13043,2 of 10 
2095,561.186000,607.698000,3.428114e-01,0.131320, 2526.752973,1.000000,13042,2 of 10 
2096,560.196000,607.698000,3.427753e-01,0.133925, 2526.752973,1.000000,13041,2 of 10 
2097,559.206000,607.698000,3.427390e-01,0.136962, 2526.752973,0.999082,13040,2 of 10 
2098,558.216000,607.698000,3.427025e-01,0.140864, 2526.752973,1.000000,13039,2 of 10 
2099,557.226000,607.698000,3.426660e-01,0.144991, 2526.752973,0.998163,13038,2 of 10 
2100,556.236000,607.698000,3.426294e-01,0.150247, 2526.752973,1.000000,13037,2 of 10 
2101,555.246000,607.698000,3.425927e-01,0.155919, 2526.752973,1.000000,13036,2 of 10 
2102,546.336000,607.698000,3.422525e-01,0.054543, 2526.752973,0.281910,13027,2 of 10 
2103,525.546000,607.698000,3.384917e-01,0.119594, 2526.752973,0.635445,13026,2 of 10 
2104,498.816000,607.698000,3.219924e-01,0.077907, 2526.752973,0.040404,13019,2 of 10 
2105,569.106000,608.688000,3.431661e-01,0.133569, 2526.752973,0.972452,12955,2 of 10 
2106,568.116000,608.688000,3.431177e-01,0.136259, 2526.752973,1.000000,12954,2 of 10 
2107,567.126000,608.688000,3.430744e-01,0.134450, 2526.752973,1.000000,12953,2 of 10 
2108,566.136000,608.688000,3.430338e-01,0.132230, 2526.752973,1.000000,12952,2 of 10 
2109,565.146000,608.688000,3.429951e-01,0.130434, 2526.752973,1.000000,12951,2 of 10 
2110,564.156000,608.688000,3.429575e-01,0.129278, 2526.752973,1.000000,12950,2 of 10 
2111,563.166000,608.688000,3.429208e-01,0.128890, 2526.752973,1.000000,12949,2 of 10 
2112,562.176000,608.688000,3.428846e-01,0.129266, 2526.752973,1.000000,12948,2 of 10 
2113,561.186000,608.688000,3.428490e-01,0.130376, 2526.752973,1.000000,12947,2 of 10 
2114,560.196000,608.688000,3.428137e-01,0.132196, 2526.752973,1.000000,12946,2 of 10 
2115,559.206000,608.688000,3.427786e-01,0.133196, 2526.752973,0.988981,12945,2 of 10 
2116,558.216000,608.688000,3.427439e-01,0.137750, 2526.752973,1.000000,12944,2 of 10 
2117,557.226000,608.688000,3.427094e-01,0.141387, 2526.752973,1.000000,12943,2 of 10 
2118,556.236000,608.688000,3.426752e-01,0.145618, 2526.752973,1.000000,12942,2 of 10 
2119,555.246000,608.688000,3.426414e-01,0.150332, 2526.752973,1.000000,12941,2 of 10 
2120,554.256000,608.688000,3.426081e-01,0.155356, 2526.752973,1.000000,12940,2 of 10 
2121,546.336000,608.688000,3.423820e-01,0.084136, 2526.752973,0.490358,12932,2 of 10 
2122,523.566000,608.688000,3.384982e-01,0.148536, 2526.752973,0.517906,12931,2 of 10 
2123,501.786000,608.688000,3.263987e-01,0.088385, 2526.752973,0.047750,12928,2 of 10 
2124,570.096000,609.678000,3.432903e-01,0.087365, 2526.752973,0.568411,12862,2 of 10 
2125,569.106000,609.678000,3.432253e-01,0.151659, 2526.752973,1.000000,12861,2 of 10 
2126,568.116000,609.678000,3.431705e-01,0.147958, 2526.752973,1.000000,12860,2 of 10 
2127,567.126000,609.678000,3.431218e-01,0.143336, 2526.752973,1.000000,12859,2 of 10 
2128,566.136000,609.678000,3.430771e-01,0.138575, 2526.752973,1.000000,12858,2 of 10 
2129,565.146000,609.678000,3.430354e-01,0.134370, 2526.752973,1.000000,12857,2 of 10 
2130,564.156000,609.678000,3.429959e-01,0.131281, 2526.752973,1.000000,12856,2 of 10 
2131,563.166000,609.678000,3.429582e-01,0.129428, 2526.752973,1.000000,12855,2 of 10 
2132,562.176000,609.678000,3.429218e-01,0.128711, 2526.752973,1.000000,12854,2 of 10 
2133,561.186000,609.678000,3.428865e-01,0.128940, 2526.752973,1.000000,12853,2 of 10 
2134,560.196000,609.678000,3.428520e-01,0.129979, 2526.752973,1.000000,12852,2 of 10 
2135,559.206000,609.678000,3.428181e-01,0.131766, 2526.752973,1.000000,12851,2 of 10 
2136,558.216000,609.678000,3.427850e-01,0.134151, 2526.752973,1.000000,12850,2 of 10 
2137,557.226000,609.678000,3.427524e-01,0.137094, 2526.752973,1.000000,12849,2 of 10 
2138,556.236000,609.678000,3.427206e-01,0.140524, 2526.752973,1.000000,12848,2 of 10 
2139,555.246000,609.678000,3.426895e-01,0.144240, 2526.752973,1.000000,12847,2 of 10 
2140,554.256000,609.678000,3.426593e-01,0.148244, 2526.752973,1.000000,12846,2 of 10 
2141,553.266000,609.678000,3.426303e-01,0.152459, 2526.752973,1.000000,12845,2 of 10 
2142,552.276000,609.678000,3.426026e-01,0.156427, 2526.752973,1.000000,12844,2 of 10 
2143,551.286000,609.678000,3.425767e-01,0.160192, 2526.752973,1.000000,12843,2 of 10 
2144,547.326000,609.678000,3.425060e-01,0.160095, 2526.752973,1.000000,12839,2 of 10 
2145,546.336000,609.678000,3.425025e-01,0.110135, 2526.752973,0.703398,12838,2 of 10 
2146,577.026000,610.668000,3.458175e-01,0.099480, 2526.752973,0.197429,12770,2 of 10 
2147,567.126000,610.668000,3.431708e-01,0.151262, 2526.752973,0.991736,12766,2 of 10 
2148,566.136000,610.668000,3.431209e-01,0.144331, 2526.752973,1.000000,12765,2 of 10 
2149,565.146000,610.668000,3.430757e-01,0.137611, 2526.752973,1.000000,12764,2 of 10 
2150,564.156000,610.668000,3.430341e-01,0.132543, 2526.752973,1.000000,12763,2 of 10 
2151,563.166000,610.668000,3.429953e-01,0.129193, 2526.752973,1.000000,12762,2 of 10 
2152,562.176000,610.668000,3.429586e-01,0.127417, 2526.752973,1.000000,12761,2 of 10 
2153,561.186000,610.668000,3.429236e-01,0.126853, 2526.752973,1.000000,12760,2 of 10 
2154,560.196000,610.668000,3.428898e-01,0.127214, 2526.752973,1.000000,12759,2 of 10 
2155,559.206000,610.668000,3.428572e-01,0.128346, 2526.752973,1.000000,12758,2 of 10 
2156,558.216000,610.668000,3.428256e-01,0.130089, 2526.752973,1.000000,12757,2 of 10 
2157,557.226000,610.668000,3.427949e-01,0.132374, 2526.752973,1.000000,12756,2 of 10 
2158,556.236000,610.668000,3.427652e-01,0.134994, 2526.752973,1.000000,12755,2 of 10 
