index,x,y,loss
0,1.634949e+02,1.474949e+02,0.000000e+00
1,1.614949e+02,1.474949e+02,0.000000e+00
2,1.384949e+02,1.474949e+02,0.000000e+00
3,1.374949e+02,1.474949e+02,0.000000e+00
4,1.364949e+02,1.474949e+02,0.000000e+00
5,1.354949e+02,1.474949e+02,0.000000e+00
6,1.344949e+02,1.474949e+02,0.000000e+00
7,1.334949e+02,1.474949e+02,0.000000e+00
8,1.324949e+02,1.474949e+02,0.000000e+00
9,1.314949e+02,1.474949e+02,0.000000e+00
10,1.304949e+02,1.474949e+02,0.000000e+00
11,8.649495e+01,1.474949e+02,0.000000e+00
12,8.549495e+01,1.474949e+02,0.000000e+00
13,6.449495e+01,1.474949e+02,0.000000e+00
14,6.349495e+01,1.474949e+02,0.000000e+00
15,6.249495e+01,1.474949e+02,0.000000e+00
16,6.149495e+01,1.474949e+02,0.000000e+00
17,6.049495e+01,1.474949e+02,0.000000e+00
18,5.849495e+01,1.474949e+02,0.000000e+00
19,5.449495e+01,1.474949e+02,0.000000e+00
20,5.349495e+01,1.474949e+02,0.000000e+00
21,5.249495e+01,1.474949e+02,0.000000e+00
22,4.849495e+01,1.474949e+02,0.000000e+00
23,4.749495e+01,1.474949e+02,0.000000e+00
24,4.349495e+01,1.474949e+02,0.000000e+00
25,4.249495e+01,1.474949e+02,0.000000e+00
26,4.149495e+01,1.474949e+02,0.000000e+00
27,3.849495e+01,1.474949e+02,0.000000e+00
28,2.249495e+01,1.474949e+02,0.000000e+00
29,1.349495e+01,1.474949e+02,0.000000e+00
30,1.644949e+02,1.464949e+02,0.000000e+00
31,1.634949e+02,1.464949e+02,0.000000e+00
32,1.624949e+02,1.464949e+02,0.000000e+00
33,1.384949e+02,1.464949e+02,0.000000e+00
34,1.374949e+02,1.464949e+02,0.000000e+00
35,1.364949e+02,1.464949e+02,0.000000e+00
36,1.354949e+02,1.464949e+02,0.000000e+00
37,1.344949e+02,1.464949e+02,0.000000e+00
38,1.334949e+02,1.464949e+02,0.000000e+00
39,8.449495e+01,1.464949e+02,0.000000e+00
40,8.249495e+01,1.464949e+02,0.000000e+00
41,6.349495e+01,1.464949e+02,0.000000e+00
42,6.149495e+01,1.464949e+02,0.000000e+00
43,6.049495e+01,1.464949e+02,0.000000e+00
44,5.849495e+01,1.464949e+02,0.000000e+00
45,5.549495e+01,1.464949e+02,0.000000e+00
46,5.449495e+01,1.464949e+02,0.000000e+00
47,5.349495e+01,1.464949e+02,0.000000e+00
48,5.249495e+01,1.464949e+02,0.000000e+00
49,5.149495e+01,1.464949e+02,0.000000e+00
50,4.849495e+01,1.464949e+02,0.000000e+00
51,4.749495e+01,1.464949e+02,0.000000e+00
52,4.649495e+01,1.464949e+02,0.000000e+00
53,1.249495e+01,1.464949e+02,0.000000e+00
54,1.644949e+02,1.454949e+02,0.000000e+00
55,1.634949e+02,1.454949e+02,0.000000e+00
56,1.414949e+02,1.454949e+02,0.000000e+00
57,1.404949e+02,1.454949e+02,0.000000e+00
58,1.394949e+02,1.454949e+02,0.000000e+00
59,1.384949e+02,1.454949e+02,0.000000e+00
60,1.374949e+02,1.454949e+02,0.000000e+00
61,1.364949e+02,1.454949e+02,0.000000e+00
62,1.354949e+02,1.454949e+02,0.000000e+00
63,8.349495e+01,1.454949e+02,0.000000e+00
64,8.249495e+01,1.454949e+02,0.000000e+00
65,8.049495e+01,1.454949e+02,0.000000e+00
66,7.949495e+01,1.454949e+02,0.000000e+00
67,7.849495e+01,1.454949e+02,0.000000e+00
68,7.749495e+01,1.454949e+02,0.000000e+00
69,6.249495e+01,1.454949e+02,0.000000e+00
70,5.949495e+01,1.454949e+02,0.000000e+00
71,5.349495e+01,1.454949e+02,0.000000e+00
72,5.149495e+01,1.454949e+02,0.000000e+00
73,5.049495e+01,1.454949e+02,0.000000e+00
74,4.949495e+01,1.454949e+02,0.000000e+00
75,4.849495e+01,1.454949e+02,0.000000e+00
76,4.549495e+01,1.454949e+02,0.000000e+00
77,4.949495e-01,1.454949e+02,0.000000e+00
78,-5.050505e-01,1.454949e+02,0.000000e+00
79,1.644949e+02,1.444949e+02,0.000000e+00
80,1.634949e+02,1.444949e+02,0.000000e+00
81,1.624949e+02,1.444949e+02,0.000000e+00
82,1.424949e+02,1.444949e+02,0.000000e+00
83,1.414949e+02,1.444949e+02,0.000000e+00
84,1.404949e+02,1.444949e+02,0.000000e+00
85,1.394949e+02,1.444949e+02,0.000000e+00
86,1.384949e+02,1.444949e+02,0.000000e+00
87,1.374949e+02,1.444949e+02,0.000000e+00
88,8.049495e+01,1.444949e+02,0.000000e+00
89,7.949495e+01,1.444949e+02,0.000000e+00
90,7.849495e+01,1.444949e+02,0.000000e+00
91,7.749495e+01,1.444949e+02,0.000000e+00
92,5.549495e+01,1.444949e+02,0.000000e+00
93,5.349495e+01,1.444949e+02,0.000000e+00
94,5.149495e+01,1.444949e+02,0.000000e+00
95,5.049495e+01,1.444949e+02,0.000000e+00
96,4.649495e+01,1.444949e+02,0.000000e+00
97,3.749495e+01,1.444949e+02,0.000000e+00
98,2.494949e+00,1.444949e+02,0.000000e+00
99,1.494949e+00,1.444949e+02,0.000000e+00
100,4.949495e-01,1.444949e+02,0.000000e+00
101,-5.050505e-01,1.444949e+02,0.000000e+00
102,1.644949e+02,1.434949e+02,0.000000e+00
103,1.634949e+02,1.434949e+02,0.000000e+00
104,1.624949e+02,1.434949e+02,0.000000e+00
105,1.444949e+02,1.434949e+02,0.000000e+00
106,1.434949e+02,1.434949e+02,0.000000e+00
107,1.424949e+02,1.434949e+02,0.000000e+00
108,1.414949e+02,1.434949e+02,0.000000e+00
109,1.404949e+02,1.434949e+02,0.000000e+00
110,1.394949e+02,1.434949e+02,0.000000e+00
111,1.384949e+02,1.434949e+02,0.000000e+00
112,8.549495e+01,1.434949e+02,0.000000e+00
113,6.049495e+01,1.434949e+02,0.000000e+00
114,5.649495e+01,1.434949e+02,0.000000e+00
115,5.249495e+01,1.434949e+02,0.000000e+00
116,5.149495e+01,1.434949e+02,0.000000e+00
117,4.449495e+01,1.434949e+02,0.000000e+00
118,9.494949e+00,1.434949e+02,0.000000e+00
119,4.494949e+00,1.434949e+02,0.000000e+00
120,3.494949e+00,1.434949e+02,0.000000e+00
121,2.494949e+00,1.434949e+02,0.000000e+00
122,1.494949e+00,1.434949e+02,0.000000e+00
123,4.949495e-01,1.434949e+02,0.000000e+00
124,-5.050505e-01,1.434949e+02,0.000000e+00
125,1.784949e+02,1.424949e+02,0.000000e+00
126,1.734949e+02,1.424949e+02,0.000000e+00
127,1.684949e+02,1.424949e+02,0.000000e+00
128,1.674949e+02,1.424949e+02,0.000000e+00
129,1.664949e+02,1.424949e+02,0.000000e+00
130,1.634949e+02,1.424949e+02,0.000000e+00
131,1.534949e+02,1.424949e+02,0.000000e+00
132,1.524949e+02,1.424949e+02,0.000000e+00
133,1.464949e+02,1.424949e+02,0.000000e+00
134,1.454949e+02,1.424949e+02,0.000000e+00
135,1.444949e+02,1.424949e+02,0.000000e+00
136,1.434949e+02,1.424949e+02,0.000000e+00
137,1.424949e+02,1.424949e+02,0.000000e+00
138,1.414949e+02,1.424949e+02,0.000000e+00
